"题目","朝代","作者","内容","来源","词牌"
"mc深七-那年我十七八岁","","Mc深七","那年我十七八岁 学业无成⏎工作了 一个月拿着两千块钱的薪水⏎我爸妈很开心啊 他们觉得我这样安安稳稳⏎最好了此残生算了 他们觉得我这辈子就这样了⏎我是MC深七 那年我十七八岁⏎那年十七八岁好像做什么都不对⏎在父母面前很惭愧 让他们心都操碎⏎从没有过梦想 因为从来都不敢想⏎明明路要自己闯 却四处都是阻挡⏎他们说好好上课 再找一个好工作⏎别的东西都是错 我了此残生算了⏎希望我安安稳稳 两千块的标准⏎难道我就这么蠢 这辈子败给书本⏎希望我有个饭碗 玩了命的要管⏎总是被说的很懒 我想反驳又不敢⏎那年我学业无成 他们说心好疼⏎说我没机会再赢 干什么都不行⏎但是我才十七八 还想拼这一把⏎想了很多办法 也包括装聋作哑⏎真的好不甘心 被管到了如今⏎内心有个声音 他让我再拼一拼⏎我知道成功很难 不只是嘴上的谈⏎但是真的想说完 我怕我会心寒⏎请给我一个机会 哪怕我做的不对⏎其实什么都不为 只希望此生无愧⏎关在笼子里鸟 怎么看都很小⏎食物不用去找 一辈子都在用脚⏎曾经的那颗小树 也学会了走路⏎不在需要守护 这次换我先说不⏎尊敬的老爸老妈 儿子真的没瞎⏎以后我要扛这个家不能总是个鲜花⏎我从来都没输过 拿什么去赢呢？⏎老了以后说什么故事给儿女们听呢⏎大声和我父母说 让我再犯个错⏎就算真的错了 哪怕我真的错过⏎也许我不会成功 但是想争一争⏎这辈子过的太轻松 我怕我后悔一生⏎大不了我 败 青春也都还在⏎这样等到了年迈 我也不会去责怪⏎自己选一次路 哪怕是个绝处⏎其实不是我自负 而是我心中有数⏎家会是我的根 我真的很认真⏎我需要向前狂奔 才对得起青春⏎大不了我 败 青春也都还在⏎这样等到了年迈 我也不会去责怪⏎自己选一次路 哪怕是个绝处⏎其实不是我自负 而是我心中有数⏎家会是我的根 我真的很认真⏎我需要向前狂奔 才对得起青春⏎我需要向前狂奔 才对得起那青春⏎这辈子过的太轻松 我怕我后悔一生⏎那年的十七八岁 我有十七八岁该有的叛逆⏎我有十七八岁该有的不懂事⏎但我很清楚的知道我在做什么⏎因为什么 此时此刻 我坐在工作室⏎对着屏幕 敲击着键盘⏎回忆着十八岁的点点滴滴⏎眼泪还是止不住的落下了⏎但心却是微笑的 那年我十七八岁","语料库",""
"mc深七&赵小焕 - 多幸运","","Mc深七","多幸运 在最美的年纪⏎遇见你 没有遗憾和可惜⏎抱紧你 用尽全部力气⏎不让幸福逃离⏎多幸运 爱你这件事情⏎成为我 今生最对的决定⏎我相信 你就是那唯一⏎愿陪你到底⏎多幸运 遇到你⏎把你放进我心里⏎在你离开那刻起⏎不在把你当心底⏎你说和我无缘⏎尝过苦辣与酸甜⏎看你清秀的容颜⏎还想与你在缠绵⏎爱你 我没遗憾⏎最后却遭你背叛⏎经历多少的磨难⏎怎能把这情来断⏎为你我愿抛弃所有只愿爱情能长久⏎为你我愿付出所有甘愿往事成腐朽⏎爱一个人有多苦⏎只有自己最清楚⏎凋谢花 已入土⏎又能怎能再去补⏎是你带我到天堂⏎让我在天空翱翔⏎是你让我卸下迷茫让我筑起了高墙⏎映出心中的彩虹⏎爱情比蜜要更浓⏎画出世界的不同⏎爱情才能够相融⏎那些度过的时光⏎伴我去过的地方⏎走过那些地老天荒回忆曾经的风霜⏎也曾想 过白头⏎可是你不在温柔⏎不会再为你挽留⏎不会再把你来求⏎我的心 在滴血⏎走在漆黑冷风夜⏎连夜飘下漫天雪⏎从此一人孤单行⏎从此一人孤单行⏎江湖不在留我名⏎爱你之心怎能停⏎小涣神七后人铭","语料库",""
"mc深七-战神科比","","Mc深七","有种青春叫科比！不说再见 向你致敬。⏎感谢你荡气回肠的职业生涯，感谢你令人叹服的曼巴精神，感谢你给我们的美好回忆！20年伟大传奇，足够我们用一辈子去回味。⏎我的心里一直有你青春来过的科比  篮球场上无人能比谁来继承你火炬⏎他们曾说你混蛋   现实他们却傻眼看  你付出的千百万    你绽放的多么灿⏎他们说你太年轻   球技证明你很行     一场一场你再赢    心中的苦谁人听⏎你想证明你自己   灌篮场景你曾拟    从未迷失过自己    篮球金杯终于举⏎一年一年在努力   一直释放着杀气    伤痛在身不容易    换来现在的荣誉⏎你创造的这辉煌   冲击八零后胸膛    不服一切心太强    超越乔丹碾詹皇⏎你曾是我的梦想   看你池逞篮球场    你最牛逼的后仰    世上无人在模仿⏎篮球场上你身影   激情四射的场景    伤痛让你的梦醒    永远不忘你背影⏎共赢九百九十六   篮球精神的领袖    最后一战科比秀    狂蓝六十分拯救⏎我们不想说再见   还想你在球场现    这是共同的心愿    科比之名心中念⏎戎马生涯终战下   打下这一片天下    篮球在你心中挂    传你一世的佳话⏎一种青春叫做你   一种飞侠叫科比    一直超越着自己    一种境界无人比⏎我人生的某个阶段，快要彻底结束了。即使出现第二个科比，我也没有第二个青春去追了。⏎你并没有成为下一个乔丹 你成为了唯一的科比！我科之后 再无信仰","语料库",""
"mc深七-痞子的笑馀罪","","Mc深七","所有的坏人我来做 所有的荣耀你来拿⏎笑的像个痞子 却只剩自己了⏎笑的像个痞子 只有靠自己了⏎我的故事没人懂 心中思绪在翻涌⏎我的故事没人懂 见 过悲伤千万种⏎别人都说我太坏却看不到我的存在⏎自己选择谁都不怪多少良心被出卖⏎笑的时候太痞 但却只有自己⏎当我选择做了卧底谁才是我的靠椅⏎我的名字叫馀罪 但却没有过后退⏎累的时候选择喝醉 才不那么狼狈⏎每天我都在伪装 披着不同的衣裳⏎都看到了我的嚣张却看不到我心伤⏎每天都活在刀口 好想就如此远走⏎每天都在扮演小丑有时心也在发抖⏎见过太多的黑暗 和太多人心不善⏎无人在我身旁伴也无人替我擦擦汗⏎一身正气需要隐藏因为身边太多狼⏎笑的时候那么张狂心却慢慢的冰凉⏎我才二十几岁 活的越来越累⏎黑夜自己流的泪我但愿以后不惭愧⏎遭受太多误解 笑的依然狂野⏎年少轻狂流的血 我以后慢慢书写⏎我的故事没人懂 心中思绪在翻涌⏎我的故事没人懂 见 过悲伤千万种⏎笑的像个痞子 却只剩自己了⏎笑的像个痞子 只有靠自己了","语料库",""
"mc深七-别笑了眼泪都掉了","","Mc深七","如果 你一贫如洗 我 将是你最后一件行李⏎我爱吃草莓 草莓汁不行 草莓软糖也不行⏎就像我爱你 长得像你不行 脾气像你也不行⏎总之 不是你就不行⏎一喝酒脸就红 却始终没有人把我的酒换成饮料⏎总是感冒 都说让我吃药 却没有人把药送到我的面前⏎不怎么吃饭 所有人都告诉我吃饭 却没有人陪着我一起吃下去⏎如果一个人说喜欢你 请到他对你百般照顾时再相信⏎如果他答应娶你 让他买好戒指在你面前跪下时再感动⏎感情不是说说而已 我们都已经过了耳听爱情的年龄了⏎一直强行把一些东西送给你⏎我的时间  我的爱  我的胡搅蛮缠  我的狰狞和可爱⏎我从未问过你想不想要⏎我只知道这些 我从不给别人⏎抽烟的姿势越来越熟练 爱人也越来越随便⏎从当时的三杯倒 到现在的喝不醉⏎这是堕落，不是成长⏎可是没有人掐掉你手中的烟 没有人给你一个家⏎没人替你挡掉手中的酒⏎你总告诉别人你喝得烂醉如泥⏎却没有人急的火冒三丈 只是叫你少喝的毫不在意⏎你总是在深夜里 向别人倾诉你的痛处⏎却没有人陪你熬到天亮 只是叫你别难过了 晚安了 不屑一顾⏎其实说穿了 说白了 除了孤独和酒 你什么都没有 你一无所有⏎不知道 每天你的笑容是为了迎合大家还是真的开心⏎不知道辛酸的事情 你是否说给对的人听⏎不知道喝了那么多酒 你是不是真的没醉⏎不知道一个人回家 是不是真的不怕夜太黑⏎不知道这些年你一个人是不是真的累⏎喉咙发炎 你还忍着痛抽掉了半包烟⏎不能喝酒的你 还是逞强的一饮而尽⏎他不爱你 你还作笑陪伴⏎伤害自己的时候⏎你有没有想过 这些 真的值得吗⏎你只需要记住一件事 在感情里可以轻易放弃你的人⏎就是不爱你的人⏎无论他表现的多么不舍 表现的多么纠结 痛苦 与难说⏎只要是轻易放弃了你 他就一定不爱你⏎因为相爱最重要的一点就是 相守不放弃⏎就算我陪你走过多少路⏎为你做过多少疯狂的事⏎给过你多少的感动⏎分开了以后 想起来的时候⏎还是波澜不惊⏎而还没说话眼眶就湿润的人是我 不是你⏎我记得曾经答应过你 无论生老病死 贫穷富贵我都愿意牵紧你的手⏎做你一辈子的英雄⏎可是现在 需要保护的你 怎么不见了","语料库",""
"mc深七-离别句","","Mc深七","离别句-Mc深七⏎走过越多的路⏎看过越多的风景⏎遇过越多的人⏎世界之大 为何我们会相遇.⏎对不起，七，他能给我一切精神物质 他比你更适合我，我们，回不去了⏎曾经在我的心里 有个爱傻笑的你 陪我经历狂风暴雨最后剩下我自己⏎为你惹下太多祸 从来没有计较过⏎深情流露的承诺 现在到底算什么⏎陪你哭 陪你笑 跟你打 跟你闹 如今都已不重要 还有什么能得到⏎看着你离去背影 心情跌入了深井 对未来充满憧憬 最后化为了泡影⏎几年时光已过去 还不能把你忘记 独自一人在回忆 回忆我们的过去⏎街头见你牵他手 我的心 在颤抖⏎不知该如何开口撕心裂肺在怒吼⏎转身过后心沧桑 眼眸出现了寒霜 看着冰冷的门窗 从没有过的慌张⏎独自一人喝着酒 望着窗外垂杨柳 原来只是曾经拥有孤枕难眠这一宿⏎这一宿 有哭泣 这一宿 有放弃 不在保存着回忆 写下这篇离别句⏎你把他的手来抓 捧着她送你的花 嘴唇触碰把你夸 我想说声草泥马⏎泪不争气的落下 你曾说过那句话 你已不是我牵挂 现在终究已作罢⏎在回首我心疲惫 夜里当歌把酒醉 回想往事人憔悴 如今一人空流泪⏎其实有时 美好还包括眼泪 沉默 不安 彷徨⏎三分钟追悔 没有结果的等待 未实现的诺言 最最漫长的黑夜⏎以及在自己的故事里 流下自己的眼泪⏎为何你心那么狠 苦苦哀求让我滚 给个机会都不肯 爱上你 多愚蠢⏎为你 我心已碎 为你 我人憔悴 为你 我落下泪 为你千杯求一醉⏎在一起时把我宠 转身咬我想条狗 既然不能把腰楼 何谈狗屁的永久⏎你说你是我的眼 如今你已把我卷 你离我渐行渐远 从此不再给你脸⏎爱你爱的心已累 我的心 好疲惫 从此不会再回味 对你的好都白费⏎消失不见的爱情 自己一人也能行 没有谁输和谁赢 孤独写词到天明⏎这几年的思念 这几年的留恋 曾经的故事眼中重现却又消失不见⏎我们很多人都以为自己已经遗忘了过去⏎然而过去却并没有遗忘我们⏎别人告诉我⏎我们第一次约会的⏎那家咖啡店⏎已经倒闭⏎神奇的深七⏎9713","语料库",""
"mc深七-馀罪","","Mc深七","曾经，我的梦想很简单，我只想当一个片儿警⏎守住家里的水果摊儿，让我的家人，不再受欺负⏎可我的一生，就被你们的计划彻底改变了。⏎有时我很想问，精英那么多，你们干嘛要选我呀⏎你们全都说我太混 肩章对于我太沉⏎那天跨出警校的门 抹去我来过的痕⏎曾经梦想那么简单 守住那个水果摊⏎当个片儿警也很心安 只是心有不甘⏎曾经不求你把我夸 只想守住那个家⏎忘了那些伤疤 戴上面具出发⏎世间再也没了馀罪 抹的那么干脆⏎刀山火海都不能退 哪怕再苦再累⏎曾经为了一句称赞 给多少人下过绊儿⏎从此馀罪烟消云散 只剩下了馀小二儿⏎我还留着那枚钻戒 你说那是你一切⏎仅仅只是几个月却 流了一辈子的血⏎我要忘了我的姓名 因为我是特情⏎待到世道安宁 谁会记得一字零⏎从此放下轻狂年少 忘了那些骄傲⏎再也没了吵闹 只留下一个零号⏎我只能带着伪装 来掩饰我的心慌⏎小人就让我来当 转身踏入铁窗⏎年少轻狂男儿本性 人都只有一条命⏎遇见你 三生有幸 笑着说我命很硬⏎前方多少艰难险阻 没有人能说清楚⏎怪只怪 我命太苦 为了你我愿意赌⏎多少次我都想放弃 多想转身就离去⏎只怕负了这次相遇 负了我们的回忆⏎多少人拿我当棋子 多少人想让我死⏎既然已经走到此 便不会轻易停止⏎看着女神悄然他嫁 那就断了这牵挂⏎再险我都不曾怕 还有什么放不下⏎再喊一句大胸姐 我的人生我来写⏎这颗心 硬如铁 为你流尽一身血⏎这颗心 支离破碎又有几人能体会⏎这一生 问心无愧我还仍是我馀罪","语料库",""
"mc深七 - 一人独醉","","Mc深七","一人 我饮酒醉醉把佳人成双对 两眼 是独相随我只求他日能双归⏎娇女我轻扶琴 燕嬉我紫竹林 我痴情红颜心甘情愿 我千里把君寻.⏎红颜我痴情笑 曲动我琴声妙 轻狂高傲懵懂无知只怪太年少⏎烟雨我平凡事 此生我怀大志 为了佳人回眸一笑立下这毒誓⏎弃江山 忘天下 斩断情丝无牵挂 千古留名传佳话 两年征战以白发⏎一生征战何人陪 谁是谁非谁相随 戎马一生为了谁 能爱几回恨几回⏎败帝王 斗苍天 夺得皇位以成仙 豪情万丈天地间 续写另类帝王篇⏎红尘事我以斩断 久经战场人心乱 当年扬名又力万 这一战我无遗憾⏎将军出征人在外 归来之日谁还在 兄弟把酒论豪迈 驰骋疆场求一败⏎这次走我何时归 寒风起 我心似灰 冷风吹起樱花飞 触景生情心伤悲⏎琴声悠悠在回荡 一首幽歌为你唱 沧海桑田难遗忘 酒醒燕归来无恙⏎百花绽放出芬芳 再次回首曲流伤 回眸感触昙花香 一首忧歌笑沧桑⏎仰望窗外烟雨朦胧 想你当初那笑容 佳人一别月下逢 牡丹花开百花丛⏎情已过 义难断 提笔写下江山乱 孤枕难眠梦相伴 花飞花舞花飘散⏎紫金楼 风起玄 挥舞霸刀几万年 悠悠岁月心缠绵 如何忘记你容颜⏎恍然如梦烟雨间 雨碎落叶舞翩翩 烟雨飘渺断崖边 待我转世化成仙⏎为何你要说离别 留我一人寻彩蝶 浮生若梦三字决 留下三字这心结⏎这情花 为你摘 一颗心门为你开 平凡事我了尘埃 寂寥之心谁能猜⏎一别红颜多年后 多年情 在守候 断情之曲谁人奏 思念红颜人消瘦⏎海誓山盟烟雨楼 苦苦相思两处愁 三声誓言的缘由 只因一生无所求⏎梦里梦外千百年 可曾记得那誓言 今生情 来世缘 难忘二字为红颜⏎千百里 相思雨 相思雨 落谷底 红尘往事梦一曲 期盼三字风云起⏎脑中浮现一幕幕 一幕幕 江湖路 谁懂我心痛苦处 三声誓言以颠复⏎梦里 谁独相思 为何要寻一相知 梦外 我望明月 只为一人情难却","语料库",""
"mc深七-谢文东","","Mc深七","我非英雄，广目无双，我本坏蛋，无限嚣张.⏎人的名，树的影。我是什么样的人，没有人不知道！⏎我不是什么英雄！我只是个坏蛋！⏎你说曾为天上仙  落在这个人间   今生要把天庭掀  惹这尘世硝烟⏎英雄难敌佳人魅  暮然回首心碎   问世间有几人不醉又有几人回味⏎问这世间硝烟乱  乱世枭雄无憾   这天下有几人看  我只是个坏蛋⏎乱世都是官官相通  何人记得文东  又是何人砍断青松  让这硝烟如风⏎让这一刀滑过手腕 为这天下征战  乱世欺凌一刀已断 笑问何人敢战⏎一把金刀一根银线 谁人与我相见  今生只持一柄木剑 登上洪门盛宴⏎便装一身中山 道不尽的心酸   为你配上这根玉簪  那让你无我 不欢⏎文东会下六堂 谁敢与我称王   李爽三眼浩然高强  血杀让你癫狂⏎称霸半个中国 江山何人敢夺   群雄之中只求苟活  不去跪拜神佛⏎赐给红颜这把簪  何人让我心安  在这乱世求一欢 心中可有不甘⏎今生已经走到了此 谁愿与我赴死  漫天鲜血红到了紫 血染这份情史⏎五行伴我身边  防这尘世硝烟   若是坐上紫禁之巅 踏遍这处深渊⏎今生不留遗憾  让这天地都颤   转世重生求这一乱 来生还要再战⏎给项羽1000次机会，他也同样打不过刘邦。这就是英雄和枭雄的区别。⏎9725556⏎神奇的深七⏎9713","语料库",""
"mc深七-老九门","","Mc深七","神奇的深七⏎那上三门为官，军爷戏子拐中仙，正如烟上月。⏎那平三门曰贼，阎罗浪子笑面佛，正如杯中酒。⏎那下三门经商，美人算子棋通天，正如花下风流。⏎江湖人称九门提督⏎长沙城里九道门 世世代代探孤坟   九道门里九个人 被人称作九门神⏎上三门里皆为官 早已把那军服穿   佛爷独闯鬼门关 只为查清这矿山梨园戏子二月红 心中看淡这红尘   一心只把丫头疼 许愿退出这九门⏎死里逃生半截李  断腿被封古墓里  从此把苦藏心底 深爱守寡那个你⏎平三门里皆为贼 背负骂名度轮回   我只想伴你相随 哪怕遭受九道雷⏎陈皮阿四人性无 曾被二月红驱逐   这一世我不臣服 定把你的满门屠江湖人称吴老狗  慷慨一生广结友   九门大劫终逃走 松花江畔下杭州⏎黑背老六英雄汉  终生与刀相为伴   自古英雄情难断 用命把那红颜换⏎下三门里多为商  美人把你看心慌   神算算尽这沧桑 棋艺通天名满湘长沙城中落叶铺  九门仙女霍仙姑   才貌双全红尘出 只想认你做我夫⏎五行八卦齐铁嘴  一指占卜算神鬼    世人笑我胆小鬼 八爷名号不曾悔⏎解九爷的这盘棋  还有谁能够匹敌    墓穴中的这道迷 一棋看破生死局⏎曾经长沙老九门  现已不再是门神    为了承诺妻离子散 落得满身伤痕⏎九门中的三道门  不知何时再相逢    曾经那些盗墓人   都化为一座孤坟","语料库",""
"mc深七-一人我两袖清风","","Mc深七","一人 两袖清风⏎漫步在那烟雨中⏎空 空空以空空⏎一切往事化为风⏎满城 朦胧细雨⏎兰花伞下佳人举⏎高榜提名天下许⏎花轿把那佳人娶⏎天配 才子佳人⏎千辛万苦进心门⏎空 空空以空空⏎琵琶弹起奏乐声⏎江山 它美如画⏎得你便是得天下⏎你在我心是牵挂谁若动你我杀天下⏎望着 整片山河⏎帝王玉玺谁敢夺⏎空 空空以空空⏎天下已在我心中⏎君子 他爱红颜⏎笑那沧海和沧田⏎红颜陪伴似成仙⏎看淡一切人世间⏎转眼 过三十年⏎尝尽所有苦于甜⏎空 空空以空空⏎如何放下帝王称⏎爱恨情仇乃知己⏎怪我当初爱上你⏎一切都是情非得已再次握住手中笔⏎秋风 吹散落叶⏎没有 你的世界⏎空 空空以空空⏎望那东方旭日升","语料库",""
"mc深七-几度梦回大唐","","Mc深七","几度梦回大唐⏎心中无限凄凉⏎昔日王者断肠⏎我弯弓齐射天狼⏎苍穹一转朱轮回⏎我看破轮回梦相随⏎随风逐浪霸天围⏎那生死轮回震天锤⏎这一次我踏入语音⏎手持神兵天魔琴⏎我这一生独步武林⏎气势另类似龙吟⏎昔日将你打入深渊⏎随这时光的变迁⏎青龙火凤盘双肩⏎今日我定杀破天⏎三界之中听我号令⏎携带神兵昆仑镜⏎势必拿下二郎狗命⏎还我帝都的安宁⏎违抗王命者 杀⏎犯上作乱者 杀⏎不忠不孝者 杀⏎不仁不义者 杀⏎望九幽 魔战群仙⏎撕毁挥霍写诗篇⏎看天下我烽火狼烟⏎让我孤身斗苍天⏎王道没有那么短⏎苍天在为我逆转⏎这一次我要重返⏎天下为我来呐喊⏎就算如今一人走⏎不会提到我怒吼⏎当我站在暴风口⏎是否还会牵我手","语料库",""
"mc深七-老婆","","Mc深七","她当了一天的公主⏎十个月的皇后⏎却付出了一辈子的操劳⏎请善待你的老婆⏎不管多晚 记得回家 我是Mc深七⏎请原谅她不温柔 她没有温柔眼眸  为了你的一句白头 眼泪哽住咽喉⏎她从决定跟你 跟你走在一起     姑娘变成你的妻子放弃多少男子⏎那年你在追她 那年你狠爱她     那年她笑面如花 决定跟你回家⏎她不挑你的条件 她愿意陪你受苦  她说你是她归属 愿意陪你去赌⏎那破旧的楼房 只有你在身旁     可她做了你的新娘你是她的新郎⏎你应该更去爱她 别像一个傻瓜   你赚的钱都交给她她也没有胡花⏎她每天把你陪伴 她不想你有遗憾  她为你洗衣做饭 她为你精打细算⏎她孝敬你的爸妈 请你 好好爱她   她有的时候傻瓜 希望 你把她夸⏎她为你十月怀胎 她为你变得好乖  你的心思她要猜 一遍一遍的猜⏎她为你生儿育女 她心中愿为你许  她为你哭的泪如雨 为你油烟水米⏎她闯过生死的门 为你诞下一人    她身上留下疤痕 只为爱你一人⏎她为了家里操劳 从没说过要挑    为了孩子好好上学她不乱花一毛⏎她为你精打细算 她夜夜与你作伴  她从没有过抱怨 她常常把你告劝⏎她为你日夜辛苦 她为你洗刷缝补  她不想给你添堵 体谅你的辛苦⏎她没有给你败家 她每天洗洗刷刷  她是你孩子的妈 为你守护一家⏎她不给你添烦忧 她懂得该收就收  她懂得情灌九州 海誓山盟悠悠⏎她让你干干净净 她为你能舍性命  也许你该庆幸   一切由你决定⏎她在家里是个宝 父母对她那么好  可你说要陪她到老 放弃一切跟你好⏎不要跟她争吵 她对你那么的好   你要把她当个宝 慢慢陪她到老⏎她是你的老婆 最爱你的老婆   你该守你的职责 给她好的生活","语料库",""
"mc深七-海阔天空","","Mc深七","时间  一点一滴从指尖飞快的划过 时间的流逝告诉我们 原来我们已经渐渐长大⏎恍然间才真正明白 原来我们已经开始了人生中新的旅途⏎我想今天大步分人 都会经历过 那么曾经少年懵懂的叛逆里⏎那时间我们无论风雨 都会有一双翅膀为我们遮风挡雨 载我们向前飞翔⏎事隔多年后的今天 当我独自一人飞向这条名为生活的旅途时 当我记下沿路风景后 我才真正了解 曾经那么的小 也许很牵强⏎如今 他们早已不再为我指引前路的方向 因为他们已经确信 我们已经拥有能力在广阔的天空下自由飞翔。⏎临行前 他们对我说 他们并不在乎我飞的到底高还是不高 他们在乎的是在广阔的天空下 飞的到底稳还是不稳 他们也为曾在乎过 我们飞的到底远或是不远 而在乎的是我们是否会飞错方向⏎在这广阔的天空下 你是否已经开始展翅飞向你的梦想⏎在这广阔的天空下 你是否曾经也以你的梦想背到而驰 在这无际的汪洋大海中迷失自己⏎那么今天 祝所有已经开始飞行在海边上的朋友们都能够振起乘风 海阔填空 但愿未来的时间里 我们能一直伴随着梦想振翅高飞⏎我并不知道天有多远 我也并不知道海有多⏎深 但无论前方有多少惊涛骇浪⏎无论前方有多少艰难旅途 我都愿为了梦想 为了所以爱我的人跟我爱的人自由飞翔。⏎在这一时间所有已经飞行到梦想的朋友 举起你们的双手， 让我看到你们的存在","语料库",""
"mc深七-耿耿星河","","Mc深七","9713⏎我曾经问过自己好多次⏎我到底为什么喜欢你⏎我想了好久终于想明白了⏎我就是喜欢你 没有原因⏎这就是答案⏎你怎么又来了⏎我的名叫路星河⏎爱你耿耿已成魔⏎我想伴你一生蹉跎⏎这一次我为你活⏎怪我爱的太苍白⏎始终比不过馀淮⏎一直坐在那个天台⏎只能把这词掩埋⏎五十六次的求婚⏎你却始终不当真⏎如今的爱已太深⏎说我想与你立黄昏⏎迟迟钟鼓初长夜⏎耿耿星河欲曙天⏎当我熄灭手中的烟⏎还是不能把你牵⏎耿耿你就像是毒⏎让我情乱踩迷途⏎这些年我糊糊涂涂⏎带你就是我救赎⏎十好几年的光阴⏎我却只轮到如今⏎为了你我把命拼⏎我只为赢得你的心⏎为你画的那些画⏎你可看出我牵挂⏎万里山河脚下涛疏⏎不如与你到白发⏎迟迟钟鼓初长夜⏎耿耿星河欲曙天⏎我想一直在你身边⏎想进入你的心间⏎不经意间的打闹⏎让我迷上你的笑⏎每次见你心都在跳⏎你像我喝的毒药⏎我一直在你身后⏎却不能伴你左右⏎其实我早已经看透还是我不够优秀⏎看见馀淮牵你手⏎我好像一个小丑⏎以后的路我自己走⏎只是想你会发抖⏎祝你以后好好过⏎就当我从没来过⏎也许是我爱的太错⏎就当我从没来过⏎迟迟钟鼓初长夜 耿耿星河欲曙天","语料库",""
"mc深七-将军与妓","","Mc深七","若今生 乱世如麻⏎便许你来世锦绣荣华 满城烟花⏎君可愿白衣饮茶⏎再唱一曲六月雨下⏎当了七年诟病人⏎不曾进入你心门⏎风情万种失了神哪⏎却不敌她一座坟⏎你是将军我是妓⏎身披战袍无人替⏎不负王也不负帝⏎却赠我一生孤寂⏎我想打开你心门⏎你心却有一道痕⏎她的笑 太销魂⏎留我独自去沉沦⏎终于做回我自己⏎深巷酒肆琴一曲⏎你说别想离开你 终究是我输不起⏎我肮脏 我绝望⏎*******⏎你说她在你心上⏎怎能代替她模样⏎爱你如毒 毒刺骨⏎你却拿命 和我赌⏎*******⏎一生眷恋化尘土⏎你是将军我是妓⏎始终无法把她替⏎你是将军我是妓⏎爱恨成痴空回忆⏎奈何桥 孟婆汤⏎红尘往事终成伤⏎我的爱 并不脏⏎酒醉金迷夜未央⏎如有来世不做妓⏎愿意随你一同去⏎若有来生再相聚⏎但愿不要把我弃⏎来生若能长相守⏎这段深情换你有⏎别让我 等太久⏎太阳下山我就走⏎三生石旁你可在⏎彼岸花开在等待⏎若你不负相思债⏎可愿来生把我爱⏎这一世⏎你始终不承认你爱我⏎你说⏎我是妓⏎怎能和她比⏎你说⏎她的笑你记挂了一辈子⏎其实⏎她的笑我练习了一辈子","语料库",""
"mc深七-菠萝咒","","Mc深七","胜者为王败者寇 手下菠萝已足够⏎大菠萝 太优秀 给你来个菠萝咒⏎人鬼魔 斗战佛 我有一个大菠萝⏎我入佛你变菠萝 三个菠萝化为何⏎我若走 留下魂 统领菠萝斗战神⏎站在颠峰留伤痕 菠萝怒吼南天门⏎砍菠萝 诛魔鬼 斩菠萝 夺凤尾⏎这个菠萝谁人给 菠萝冲向大西北⏎何为武词何为文 写出菠萝的灵魂⏎战场之上菠萝伦 后人称我菠萝神⏎一字地 二字狂 不败二字波罗狂⏎最后离去泪两行 我要称霸菠萝王⏎下地府 闯天牢 一脚踏平菠萝桥⏎你这菠萝何处逃 吃个菠萝乐逍遥⏎菠萝展翅云飞翔 纵横语音把名扬⏎回想年少太轻狂 万人称我为战狂⏎走也罢 留也罢 菠萝为你夺天下⏎只为菠萝战叱咤 多少菠萝我不怕⏎文能提笔安天下 战歌响起的一刹⏎三军统领一句话 多少战士把马下⏎菠萝展翅九千里 吃菠萝上九万里⏎天空何时下起雨 那日再把菠萝举⏎当我离开起战歌 不败王者下山坡⏎冲向江东长坂坡 带我俺摇创传说","语料库",""
