"题目","朝代","作者","内容","来源","词牌"
"马前站定雄虎将(1930年胜利公司唱片1面)","","马连良","赵桂元京胡 乔玉泉司鼓⏎【西皮流水】⏎马前站定龙虎将⏎只见旌旗日月光⏎实实服了诸葛亮⏎用计调兵非寻常⏎大着胆儿我就往内闯⏎【西皮摇板】⏎欲见皇叔我的马蹄忙⏎【原板】⏎见皇叔哭刘表感伤不尽⏎真乃是仁德主仗义之君⏎辅公子守荆州理上原应⏎但只是苦了我鲁肃一人⏎奉命来我说不出长篇大论⏎要争夺想用武我又不能⏎无奈何且忍耐举杯痛饮⏎妙不妙你心中自然分明⏎蒙厚恩美酒席把酒来饮⏎当告别好军师我就要起身","语料库",""
"发如雪","","周杰伦","狼牙月 伊人憔悴⏎我举杯 饮尽了风雪⏎是谁打翻前世柜⏎惹尘埃是非⏎缘字诀 几番轮回⏎你锁眉 哭红颜唤不回⏎纵然青史已经成灰⏎我爱不灭⏎繁华如三千东流水⏎我只取一瓢爱了解⏎只恋你化身的蝶⏎你发如雪 凄美了离别⏎我焚香感动了谁⏎邀明月 让回忆皎洁⏎爱在月光下完美⏎你发如雪 纷飞了眼泪⏎我等待苍老了谁⏎红尘醉 微醺的岁月⏎刻永世爱你的碑⏎你发如雪 凄美了离别⏎我焚香感动了谁⏎邀明月 让回忆皎洁⏎爱在月光下完美⏎你发如雪 纷飞了眼泪⏎我等待苍老了谁⏎红尘醉 微醺的岁月⏎狼牙月 伊人憔悴⏎我举杯 饮尽了风雪⏎是谁打翻前世柜⏎惹尘埃是非⏎缘字诀 几番轮回⏎你锁眉 哭红颜唤不回⏎纵然青史已经成灰⏎我爱不灭⏎繁华如三千东流水⏎我只取一瓢爱了解⏎只恋你化身的蝶⏎你发如雪 凄美了离别⏎我焚香感动了谁⏎邀明月 让回忆皎洁⏎爱在月光下完美⏎你发如雪 纷飞了眼泪⏎我等待苍老了谁⏎红尘醉 微醺的岁月⏎我用无悔⏎刻永世爱你的碑⏎你发如雪 凄美了离别⏎我焚香感动了谁⏎邀明月 让回忆皎洁⏎爱在月光下完美⏎你发如雪 纷飞了眼泪⏎我等待苍老了谁⏎红尘醉 微醺的岁月⏎你发如雪 凄美了离别⏎我焚香感动了谁⏎邀明月 让回忆皎洁⏎爱在月光下完美⏎你发如雪 纷飞了眼泪⏎我等待苍老了谁⏎红尘醉 微醺的岁月⏎我用无悔⏎刻永世爱你的碑⏎啦儿啦啦儿啦啦儿啦儿啦⏎啦儿啦啦儿啦啦儿啦儿啦⏎铜镜映无邪扎马尾⏎你若撒野⏎今生我把酒奉陪⏎啦儿啦啦儿啦啦儿啦儿啦⏎啦儿啦啦儿啦啦儿啦儿啦⏎铜镜映无邪扎马尾⏎你若撒野⏎今生我把酒奉陪","语料库",""
"乌克丽丽","","周杰伦","穿花衬衫要配上一把乌克丽丽⏎不然看起来会像流氓兄弟⏎穿西装要记得带个带个女伴⏎不然看起来会像泊车小弟⏎一般我是不会随便就 载着花瓶兜风⏎我不是说你是个 花瓶 你你你别发疯⏎你说你很容易碎(叮咚叮咚)⏎让我来保护你(你懂我懂)⏎你要我小心你的坏脾气⏎我说我刚好有一点耐心⏎你始终改变不了的任性⏎我当它是一种可爱的个性⏎你就是海滩下那乌克丽丽⏎寻找着逆光让暧昧变成剪影⏎浪漫不一定要在那夏威夷⏎沙滩上有你的脚印 是一辈子美景⏎别剪短你的发让它飘逸⏎刚好配上我的八块肌⏎别再不吃东西 瘦到不行⏎乌克丽丽在你身上⏎就像一把放大的Guitar⏎迷人不一定要比基尼⏎你的笑容已经非常卡哇伊⏎想要度假不用去到Hawaii⏎椰子树刚好种在我家院子里⏎想要买醉(买醉) 买醉(买醉)⏎不一定要喝酒(喝酒)⏎一起干杯(干杯) 干杯(干杯)⏎用音乐来灌醉你(怎么能够)⏎你就是海滩下那的乌克丽丽⏎寻找着逆光让暧昧变成剪影⏎浪漫不一定要在那夏威夷⏎沙滩上有你的脚印 是一辈子美景⏎你就是海滩下那的乌克丽丽⏎寻找着逆光让暧昧变成剪影⏎浪漫不一定要在那夏威夷⏎沙滩上有你的脚印⏎是一辈子美景(怎么能够)⏎你就是海滩下那的乌克丽丽⏎寻找着逆光让暧昧变成剪影⏎浪漫不一定要在那夏威夷⏎沙滩上有你的脚印 是一辈子美景⏎罗宇轩/李旺哲⏎林迈可⏎林迈可⏎VIP MUSIC","语料库",""
"醉红尘","","冷漠","我无法忘记你动情的双眼⏎总似梦似醒若隐若现⏎等待花开花谢岁月的变迁⏎我对你的爱从不曾改变⏎狼牙月上弦寄去我的思念⏎轻叹世间情深缘浅⏎曾经永恒誓言犹如风中花瓣⏎爱亦难别亦难忘记太难⏎回忆总在夜里放肆纠缠⏎在这深夜里辗转难眠⏎一切仿佛就在昨天⏎爱难断愁难断恨了不断⏎前尘往事如云烟弥漫⏎深深埋下那段未尽的情缘⏎一杯祝酒醉红颜⏎狼牙月上弦寄去我的思念⏎轻叹世间情深缘浅⏎曾经永恒誓言犹如风中花瓣⏎爱亦难别亦难忘记太难⏎回忆总在夜里放肆纠缠⏎在这深夜里辗转难眠⏎一切仿佛就在昨天⏎爱难断愁难断恨了不断⏎前尘往事如云烟弥漫⏎深深埋下那段未尽的情缘⏎一杯祝酒醉红颜⏎爱亦难别亦难忘记太难⏎回忆总在夜里放肆纠缠⏎在这深夜里辗转难眠⏎一切仿佛就在昨天⏎爱难断愁难断恨了不断⏎前尘往事如云烟弥漫⏎深深埋下那段未尽的情缘⏎一杯祝酒醉红颜⏎耶一耶...... 唔呼","语料库",""
"胜利的能量","","胡彦斌","阳光在招手 海浪在拍手⏎这是热情的节奏 来一曲桑巴⏎让我们一起跳吧 every one is super star⏎不管你来自哪里都会让你尽情释放⏎世界的焦点在赛场 他的魅力会无法阻挡⏎你的快乐就包在我身上  来吧 朋友啊⏎为自己鼓掌  干杯 朋友啊  为足球歌唱⏎啦啦啦啦 哦来哦来   啦啦啦啦 哦来哦来⏎你在绿茵场上自由飞翔  我在看台为你制造人浪⏎啦啦啦啦 哦来哦来  啦啦啦啦 哦来哦来⏎你的能量超乎你想象 继续胜利直到举杯欢唱⏎不管你来自哪里都会让你尽情释放⏎世界的焦点在赛场 他的魅力会无法阻挡⏎你的快乐就包在我身上  来吧 朋友啊⏎为自己鼓掌  干杯 朋友啊  为足球歌唱⏎啦啦啦啦 哦来哦来   啦啦啦啦 哦来哦来⏎你在绿茵场上自由飞翔  我在看台为你制造人浪⏎啦啦啦啦 哦来哦来  啦啦啦啦 哦来哦来⏎你的能量超乎你想象 继续胜利直到举杯欢唱⏎啦啦啦啦 哦来哦来   啦啦啦啦 哦来哦来⏎你的能量超乎你想象 继续胜利直到举杯欢唱","语料库",""
"婚礼进行曲","","胡彦斌","所有故事停止撕开了幸福伪装⏎双手在我耳边头又在不停摇晃⏎我被俘虏多年且爱上的是上当⏎谢谢你让我成长我最爱的姑娘⏎你的真实谎言把我拦在城外⏎我只能双手放开无奈无奈⏎把最后的疼爱做成了西装⏎拱手让他穿在了别人身上⏎这婚礼怎么那么悲伤⏎我流着泪双手使劲鼓掌⏎我听到爱情钟声在响⏎一杯又一杯喝醉了⏎我才会变得高尚⏎昨天晚上你紧靠在我的胸膛⏎对我说你最勇敢你最棒⏎今天你却挽着别人的臂膀⏎走上了人生的红毯殿堂⏎这婚礼怎么那么悲伤⏎我流着泪双手使劲鼓掌⏎我听到爱情钟声在响⏎一杯又一杯喝醉了⏎我才会变得高尚⏎这婚礼怎么那么悲伤⏎我流着泪双手使劲鼓掌⏎dang dang⏎我听到爱情钟声在响⏎一杯又一杯喝醉了⏎我才会变得高尚⏎……","语料库",""
"烟酒歌","","陈小云","桃花乡是恋爱地⏎妹妹来比桃花⏎双脚站齐齐⏎我的心肝你的心肝⏎爱在心底爱在心底爱是宝贝⏎我的希望只有妹妹⏎啊桃花乡是恋爱地⏎妹妹来比桃花⏎桃花乡是恋爱城⏎双双合唱歌声⏎春风吹入城⏎我的心肝你的心肝⏎心肝岸定心肝岸定相爱相痛⏎永远甘蜜有妹有兄⏎啊桃花乡是恋爱城⏎满面春风双双合唱歌声⏎桃花乡是恋爱地⏎妹妹来比桃花⏎双脚站齐齐⏎我的心肝你的心肝⏎爱在心底爱在心底爱是宝贝⏎我的希望只有妹妹⏎爱在心底爱是宝贝⏎我比蝴蝶妹妹来比桃花","语料库",""
"相逢是离别的开始","","陈小云","相逢是离别的开始⏎离别是痛苦的代志⏎分开不是无爱你⏎不可为着咱的感情怀疑⏎不是空嘴咬舌⏎啊我需要你⏎有情也着钱⏎为着咱的的好日子⏎先苦而后甜⏎应该用着笑容⏎来送我离开⏎相逢是离别的开始⏎离别是痛苦的代志⏎分开不是无爱你⏎不可为着咱的感情怀疑⏎不是空嘴咬舌⏎啊我需要你⏎有情也着钱⏎为着咱的的好日子⏎先苦而后甜⏎应该用着笑容⏎来送我离开⏎啊我需要你⏎有情也着钱⏎为着咱的的好日子⏎先苦而后甜⏎应该用着笑容⏎来送我离开","语料库",""
"酒醉的歌","","陈小云","无聊的生活，兀术的心声，⏎阮在等待什么也不知影，不如意看破，⏎爱情也收煞，这个叫是要追求啥？⏎明明会知影，怨叹莫卡爪，又过欺骗自己⏎莫当看破，千万首恋歌，多情是象我，若唱煞象刀在割⏎啊。。。。。酒酒酒拿来个我，喝喝喝你在想啥？点一首⏎给阮常界思念你的歌，啊。。。。。酒酒酒拿来个我⏎喝喝喝憨憨不怕，店这个寒冷的生命，只有目屎通宵陪伴我。⏎专营印刷包装⏎明明会知影，怨叹莫卡爪，又过欺骗自己⏎莫当看破，千万首恋歌，多情是象我，若唱煞象刀在割⏎啊。。。。。酒酒酒拿来个我，喝喝喝你在想啥？点一首⏎给阮常界思念你的歌，啊。。。。。酒酒酒拿来个我⏎喝喝喝憨憨不怕，店这个寒冷的生命，只有目屎通宵陪伴我。⏎啊。。。。。酒酒酒拿来个我，喝喝喝你在想啥？点一首⏎给阮常界思念你的歌，啊。。。。。酒酒酒拿来个我⏎喝喝喝憨憨不怕，店这个寒冷的生命，只有目屎通宵陪伴我。","语料库",""
"卡带","","卢凯彤","什么是好？ 什么是坏？⏎天会知道忙完以后的未来⏎我放下背囊 一直等待 错的爱⏎猫咪在叫 我回过神来 （我抱它入怀）⏎再来一杯咖啡冲掉嘴里的失败⏎坐在家里 我可以安心的发呆⏎揉揉眼睛又重来⏎外面的世界要我加快⏎要像那季候鸟 跟着飞⏎不能掉一拍⏎我却卡在机器里一直倒带⏎或许一天 你会再感觉我存在⏎猫咪在叫 我回过神来 （我抱它入怀）⏎再来一杯咖啡冲掉嘴里的失败⏎坐在家里 我可以安心的发呆⏎揉揉眼睛又重来⏎外面的世界要我加快⏎要像那季候鸟 跟着飞⏎不能掉一拍⏎我却卡在机器里一直倒带⏎或许一天 你再离开⏎或许一天 我会看明白这也是爱 这也是爱⏎或许一天 或许我会看明白这也是爱","语料库",""
"夜难寐","","陈瑞","是否今夜真的不想睡⏎任回忆侵我心扉⏎谁是谁非谁为谁憔悴⏎苦咖啡相思兑⏎是否今夜我为你颓废⏎让孤独将我包围⏎举起酒杯却无法麻醉⏎饮尽三千梦不回⏎爱上你是我今生的负累⏎我却依然无怨无悔⏎酒入愁肠化做滴滴眼泪⏎人千里遥寄残碎⏎爱上你不管多少次轮回⏎我也依然痴心面对⏎落花无数随风片片纷飞⏎夜难寐举杯独醉⏎是否今生能够爱永随⏎宿命里有你陪⏎相遇相恋相爱相依偎⏎伊人何时能归⏎是否今夜我为你颓废⏎让孤独将我包围⏎举起酒杯却无法麻醉⏎饮尽三千梦不回⏎爱上你是我今生的负累⏎我却依然无怨无悔⏎酒入愁肠化做滴滴眼泪⏎人千里遥寄残碎⏎爱上你不管多少次轮回⏎我也依然痴心面对⏎落花无数随风片片纷飞⏎夜难寐举杯独醉⏎是否今生能够爱永随⏎宿命里有你陪⏎相遇相恋相爱相依偎⏎伊人何时能归⏎伊人何时能归","语料库",""
"今生难相随","","陈瑞","﻿⏎今生难相随⏎是否今夜真的不想睡 任回忆侵我心扉⏎谁是谁非谁为谁憔悴 苦咖啡相思罪⏎是否今夜 为你颓废 让孤独将我包围⏎举起酒杯却法麻醉 已经三天梦不回⏎爱上你是我今生的宿罪 我确依然无怨无悔⏎就如惆怅化作滴滴眼泪 任千里邮寄残崔⏎爱上你不管多少次轮回 我也依然痴情面对⏎落花无数随风片片纷飞 愿那美举杯独醉⏎是否今生能够爱永随 命运里有你陪⏎相依相恋相爱相依偎 你人何时能归⏎是否今夜 为你颓废 让孤独将我包围⏎举起酒杯却法麻醉 已经三天梦不回⏎爱上你是我今生的宿罪 我确依然无怨无悔⏎就如惆怅化作滴滴眼泪 任千里邮寄残崔⏎爱上你不管多少次轮回 我也依然痴情面对⏎落花无数随风片片纷飞 愿那美举杯独醉⏎是否今生能够爱永随 命运里有你陪⏎相依相恋相爱相依偎 你人何时能归⏎你人何时能归","语料库",""
"醉后之夜","","陈瑞","天边又升起一轮月亮⏎心头又蒙上一层秋霜⏎空空的酒杯我饮尽夜的黑⏎一醉方休后却还是那么伤⏎泪水又咽下一段时光⏎眼前又浮现你的模样⏎一次次拥吻我用尽我的心⏎走过的日子还依然那么真⏎不会再有我苦苦等的人⏎不会再有我痴痴恋的心⏎爱情的天空我从此看不清⏎这醉后之夜已满眼是浮云⏎天边又升起一轮月亮⏎心头又蒙上一层秋霜⏎空空的酒杯我饮尽夜的黑⏎一醉方休后却还是那么伤⏎泪水又咽下一段时光⏎眼前又浮现你的模样⏎一次次拥吻我用尽我的心⏎走过的日子还依然那么真⏎不会再有我苦苦等的人⏎不会再有我痴痴恋的心⏎爱情的天空我从此看不清⏎这醉后之夜已满眼是浮云⏎不会再有我苦苦等的人⏎不会再有我痴痴恋的心⏎想你的月下我不知何处去⏎这醉后之夜又何时到清晨⏎这醉后之夜又何时到清晨","语料库",""
"白鹭","","香香","白鹭停在了水中央，⏎沐浴秋天渐渐昏黄的阳光。⏎也许他有一丝勉强，⏎看到荷叶凋零枯萎的模样。⏎河畔曾采莲的姑娘，⏎去年也带走了崭新的嫁妆。⏎她留下从前的盼望，⏎是送给谁让谁永远去想。⏎一开始并不知道等待是如此漫长，⏎转瞬间只看见前面道路一行行。⏎离开时发觉珍藏多年的思绪变凉，⏎她情不自禁的唱⏎她唱起蒹葭苍苍，白露为霜，所谓伊人，在水一方。⏎走过了那座村庄，那道牌坊，归途所向，不再去想。⏎白鹭依然在水中走，⏎他发现一个人并不是自由。⏎轻易地看到了尽头，⏎才决定随意的为谁停留。⏎那一天第一次对自己说了“从此以后”，⏎马上后悔这么早就说出无怨无求。⏎清醒了是不是才能够登上空中阁楼，⏎他情不自禁地走⏎他念起关关雎鸠，在河之洲，窈窕淑女，君子好逑。⏎尽管是编的理由，装作清幽，还是得罪，悠悠之口。⏎白鹭在水中走，一掌之间，橘子洲头，⏎何人在厮守，在她离开之后。⏎她想起对酒当歌，人生几何，譬如朝露，去日苦多，⏎他想起慨当以慷，幽思难忘，何以解忧，惟有杜康。","语料库",""
