"题目","朝代","作者","内容","来源","词牌"
"月满窗","","曼里","月满窗念故乡⏎念到妈妈的歌唱⏎寒夜里明月上⏎慈母每夜床伴唱⏎摇篮曲祝晚安⏎孩儿睡到天光⏎摇篮曲不再响⏎未忘母爱慈祥⏎月满窗念故乡⏎念到妈妈心悲怆⏎寒夜里明月上⏎惟我对月流泪唱⏎摇篮曲飘远方⏎问慈母可安康⏎摇篮曲飘远方⏎愿慈母心欢畅⏎月满窗念故乡⏎念到妈妈的歌唱⏎寒夜里明月上⏎慈母每夜床伴唱⏎摇篮曲祝晚安⏎孩儿睡到天光⏎摇篮曲不再响⏎未忘母爱慈祥⏎月满窗念故乡⏎念到妈妈心悲怆⏎寒夜里明月上⏎惟我对月流泪唱⏎摇篮曲飘远方⏎问慈母可安康⏎摇篮曲飘远方⏎愿慈母心欢畅⏎lalala~","语料库",""
"亲亲小手","","钟镇涛","唱起小星星 将快乐停留⏎父母心灵中 有你殿后⏎亲亲小咀和亲亲小手⏎便尝尽半生甜头⏎当工作太累后 跟你玩皮球⏎若你聪明的送上问候⏎亲亲妈妈和亲亲爸爸⏎便全部爱心占有⏎让每天色彩都出于你手⏎光辉都把握你手⏎许多的希望你接收⏎今天的蹦蹦跳豆⏎今天的蹦蹦马骝⏎不知几天至熟透⏎只想要你日后⏎只有乐无愁 父无奔驰中 替你殿后⏎种种开心和种种操心⏎未曾遇过的会有 别人没有的我有）⏎每颗小星星⏎将快乐停留 父母心灵中 有你殿后⏎亲亲小咀和亲亲小手 地球像瞬间占有","语料库",""
"大男人","","刘德华","凝望你 为何就会说宝宝乖呀乖⏎见到你怎舍得说 拜拜⏎牢牢地抱抱 转个身讲多句 锡锡⏎平日那套古肃都瓦解⏎见到你铁汉都变 小孩⏎头头或脚脚 会说得出极奇怪⏎怪就怪你多可爱太精乖⏎孩童一般逗你 也见怪不怪⏎大男人 口口声说叠字丢假⏎亲昵不算罪吧 再说句揽揽⏎说句曳曳 每句都开心吧⏎放下冷酷玩玩泥沙⏎周遭取笑核突羞家⏎都出于妒忌吧⏎我叫宝宝 叫句猪猪⏎氹他开心一下 这硬的心都软化⏎无谓理 旁人话我太该煨 真费解⏎冷嘲这满通方法 古怪⏎而其实暗里 也会想听多句 锡锡⏎谁望见你小手摆呀摆⏎每提个铁汉都变小孩⏎甜甜或臭臭 也说得出极奇怪⏎怪就怪你多可爱太精乖⏎孩童一般逗你 也见怪不怪⏎大男人 口口声说叠字丢假⏎亲昵不算罪吧 再说句揽揽⏎说句曳曳 每句都开心吧⏎放下冷酷玩玩泥沙⏎周遭取笑核突羞家⏎都出于妒忌吧⏎我叫宝宝 叫句猪猪⏎氹他开心一下 这硬的心都软化⏎像傻瓜 一朵花叫做是花花⏎嘴巴饶了蜜吧⏎你要我亲亲 要我拖拖⏎每句都开心吗⏎放下冷酷玩玩泥沙⏎心心会过就画花花⏎不需要多愿忌吧⏎再叫句宝宝 叫她猪猪⏎氹她开心一下⏎最硬的心都给软化","语料库",""
"儿歌","","梁静茹","Sony Music Publishing (Pte) Ltd. Taiwan Branch⏎小纸船游过河堤⏎雨来得很急⏎我们用小手⏎挡住了雨滴⏎纸飞机飞进火红的⏎你 望着那里⏎躲在夏天的街角⏎你还等着我吗⏎雪糕被太阳吃掉⏎流汗的脸颊⏎我踮脚在你耳边⏎说快点长大⏎长大 保护我吧⏎那远远的地方在绽放⏎反射光的梦想⏎看明天的模样⏎不管未来怎样⏎没结果的故事才最美⏎最不容易让人遗忘⏎那就像是生命里的点缀⏎留在那一天闪亮⏎你原地骑着木马⏎我搭上那火车⏎我们心底保留着⏎那一首儿歌⏎你无意中想起我⏎就温暖的哼着⏎而那一刻 我是你的⏎那远远的地方在绽放⏎反射光的梦想⏎我勇敢⏎看明天的模样⏎不管未来怎样⏎没结果的故事才最美⏎最不容易让人遗忘⏎那就像是生命里的点缀⏎留在那一天闪亮⏎那远远的地方在绽放⏎反射光的梦想⏎我勇敢 看明天的模样⏎不管未来会怎样⏎没结果的故事才最美⏎最不容易让人遗忘⏎那就像是生命里的点缀⏎留在那一天闪亮⏎那就像是生命里的点缀⏎留在那一天闪亮","语料库",""
"满满的都是爱","","梁静茹","打个结 绑起来 就分不开⏎靠着你 不小心 就飞起来⏎去滑翔 去冲浪 让太阳晒⏎热带鱼统统游过来⏎只要跟着你 就很放心⏎放了一百二十颗心⏎只要想到你就很开心⏎哦满天都是小星星⏎满满的都是爱 想不到那么快⏎遇见你什么都说出来⏎谁叫我就是爱⏎爱你的一点点呆⏎很难不被你打败⏎满满的都是爱 像香槟满出来⏎我的爱像气泡飘起来⏎地球转得很快⏎心脏快要跳出来 想要逃也逃不开⏎桃红色 让心情 都好起来⏎粉水晶 让爱情 都亮起来⏎敞蓬车 跑得快 昨天拜拜⏎跟着你现在到未来⏎只要跟着你 就很放心⏎二十四小时都不腻⏎只要想到你 就很开心⏎哼我最爱的Melody⏎满满的都是爱 想不到那么快⏎遇见你什么都说出来⏎谁叫我就是爱⏎爱你的一点点呆⏎很难不被你打败⏎满满的都是爱 像香槟满出来⏎我的爱像气泡飘起来⏎地球转得很快⏎心脏快要跳出来 想要逃也逃不开⏎给我彩虹白日梦⏎甜甜蜜蜜和闹哄哄⏎打开天空对我说⏎爱就像蜜蜂嗡嗡嗡 嗡~⏎满满的都是爱 想不到那么快⏎遇见你什么都说出来⏎谁叫我就是爱⏎爱你的一点点呆⏎很难不被你打败⏎满满的都是爱 像香槟满出来⏎我的爱像气泡飘起来⏎地球转得很快 心脏快要跳出来⏎想要逃也逃不开⏎地球转得很快 心脏快要跳出来⏎想要逃也逃不开","语料库",""
"小时候","","蔡幸娟","儿时的故事多又长⏎藏在我心中永不忘⏎打开那心门数一数⏎仿佛又回到童年时光⏎捉泥鳅放风筝野外烤地瓜⏎扮新郎扮新娘骑在牛背上⏎小时候功课不很忙⏎一年四季乐洋洋⏎儿时的故事多又长⏎藏在我心中永不忘⏎打开那心门数一数⏎仿佛又回到童年时光⏎捉蝴蝶捉青蛙捉条四角蛇⏎吹口哨扮鬼脸黄昏捉迷藏⏎小时候功课不很忙⏎一年四季乐洋洋⏎儿时的故事多又长⏎藏在我心中永不忘⏎打开那心门数一数⏎仿佛又回到童年时光⏎捉泥鳅放风筝野外烤地瓜⏎扮新郎扮新娘骑在牛背上⏎小时候功课不很忙⏎一年四季乐洋洋⏎----End----","语料库",""
"闪亮的日子","","赵鹏","小星星 小星星 你在天上亮晶晶⏎我来唱一首歌,⏎古老的那首歌.⏎我轻轻地唱,⏎你慢慢地和.⏎是否你还记得,⏎过去的梦想.⏎那充满希望灿烂的岁月,⏎你我为了理想,⏎历尽了艰苦.⏎我们曾经哭泣,⏎也曾共同欢笑.⏎但愿你会记得,⏎永远地记着,⏎我们曾经拥有闪亮的日子.⏎你我为了理想,⏎历尽了艰苦.⏎我们曾经哭泣,⏎也曾共同欢笑.⏎但愿你会记得,⏎永远地记着,⏎我们曾经拥有闪亮的日子.⏎我们曾经拥有闪亮的日子.⏎叔叔,为什么星星在一闪一闪的呢?⏎他是不是在跟我说话呀.⏎星星好漂亮哟!我象星星一样漂亮.","语料库",""
"甲乙丙丁","","许志安","彩虹劝住雨的哭泣⏎孩子踢出水滴⏎闪亮街上恋人眼睛⏎寻常的巷子里寻常人家里⏎谁在轻轻哼着歌曲⏎不知昨日恋人你是否开心⏎我还记得你的表情⏎难得有的好心情⏎突然放晴的天气⏎彷佛爱情随时可能出现⏎彷佛每张脸孔都很顺眼⏎彷佛每个人有两个童年⏎彷佛做甚么⏎说甚么 心甘情愿⏎我们只是路人甲乙丙丁⏎在这个花花世界集体游戏⏎难得好天气⏎何不你对我⏎我对你敬一个礼⏎难得好心情⏎整个城市欢天又喜地⏎路人甲乙丙丁⏎天空天天换穿新衣⏎讨好世人的心⏎今天真的表对了情⏎在许愿池子里⏎投一个钱币⏎每个都是爱的讯息⏎陌生人的眼里⏎有熟悉的记忆⏎了解让我们在一起⏎心灵干净而透明⏎一闪一闪亮晶晶⏎彷佛爱情随时可能出现⏎彷佛每张脸孔都很顺眼⏎彷佛每个人有两个童年⏎彷佛做甚么⏎说甚么 心甘情愿⏎我们只是路人甲乙丙丁⏎在这个花花世界集体游戏⏎难得好天气⏎何不你对我⏎我对你敬一个礼⏎难得好心情⏎整个城市欢天又喜地⏎路人甲乙丙丁⏎彩虹劝住雨的哭泣⏎孩子踢出水滴⏎闪亮街上恋人眼睛⏎寻常的巷子里寻常人家里⏎谁在轻轻哼着歌曲⏎不知昨日恋人你是否开心⏎我还记得你的表情⏎难得有的好心情⏎突然放晴的天气⏎卷起衣袖大步行⏎做路人甲乙丙丁","语料库",""
"摇篮","","许志安","亲爱的 苦恼的⏎请放心 只要心中有我⏎牵挂的 失去的⏎别人大概也许比你更多⏎几个心不算多⏎心太花 不要稀罕结果⏎你每晚能合上眼 都可看见我⏎在我快乐摇篮内⏎就当心事未存在⏎没有要事别期待⏎就拿玩具在手内⏎为何要看透未来⏎做人为何要看透未来⏎大门今天打不开⏎若然自己心已开⏎在沉睡中都过得精彩⏎高也好 低也好⏎不要紧 不要紧张过我⏎兴奋的 沮丧的⏎别人未试过的比你更多⏎不要追 不要赶⏎不要等 不要依恋最初⏎你错过的 谁没有错一转眼带过","语料库",""
"雾之恋","","谭咏麟","天边一颗小星星 海边一颗小星星⏎或睡或现 闪烁不停⏎似要悄悄告诉这世界⏎现实实在是幻象 你要看始终看不清⏎海边一颗闪星星 天边一颗闪星星⏎默默静卧着 闪烁不停⏎似要暗暗告诉我与你⏎爱意也会象雾幻 转眼间会失去⏎你会说你爱我 永远永远爱我⏎默默落着泪 永不改变⏎似怕我要说再见⏎我怕终于一天 再也不不会再想你⏎如雾起 暗暗盖掩身边你⏎象雾里 面前幻化不定⏎无法记起 以往那刻你怎闯进我心里⏎还是爱着你曾话爱着你 你永在我心⏎每次我望真你 每次我望真你⏎你那眼光中也都带泪⏎每次我望真你 每次我望真你⏎你那眼中都有我⏎如雾起 暗暗盖掩身边你⏎象雾里 面前幻化不定⏎无法记起 以往那刻你怎闯进我心里⏎还是爱着你曾话爱着你 你永在我心⏎每次我望真你 每次我望真你⏎你那眼光中也都带泪⏎每次我望真你 每次我望真你⏎你那眼中都有我","语料库",""
"小苹果_(live)","","谭咏麟","我种下一颗种子 终于长出了果实⏎今天是个伟大日子⏎摘下星星送给你 拽下月亮送给你⏎让太阳每天为你升起⏎变成蜡烛燃烧自己 只为照亮你⏎把我一切都献给你 只要你欢喜⏎你让我每个明天都 变得有意义⏎生命虽短爱你永远 不离不弃⏎你是我的小呀小苹果儿⏎怎么爱你都不嫌多⏎红红的小脸儿温暖我的心窝⏎点亮我生命的火 火火火火⏎你是我的小呀小苹果儿⏎就像天边最美的云朵⏎春天又来到了花开满山坡⏎种下希望就会收获⏎从不觉得你讨厌 你的一切都喜欢⏎有你的每天都新鲜⏎有你阳光更灿烂 有你黑夜不黑暗⏎你是白云我是蓝天⏎春天和你漫步在盛开的 花丛间⏎夏天夜晚陪你一起看 星星眨眼⏎秋天黄昏与你徜徉在 金色麦田⏎冬天雪花飞舞有你 更加温暖⏎你是我的小呀小苹果儿⏎怎么爱你都不嫌多⏎红红的小脸儿温暖我的心窝⏎点亮我生命的火 火火火火⏎你是我的小呀小苹果儿⏎就像天边最美的云朵⏎春天又来到了花开满山坡⏎种下希望就会收获⏎你是我的小呀小苹果儿⏎怎么爱你都不嫌多⏎红红的小脸儿温暖我的心窝⏎点亮我生命的火 火火火火⏎你是我的小呀小苹果儿⏎就像天边最美的云朵⏎春天又来到了花开满山坡⏎种下希望就会收获⏎-","语料库",""
"拔萝卜","","吴克群","小孩都说真话所有坦白可爱⏎大人说的话经常属于无赖⏎一段感情结束竟然无关乎恋爱⏎都归咎于成长的迫害⏎笑不再纯粹⏎哭不再彻底⏎哭笑的背后隐藏太多情绪⏎有没有一个属于大人的游乐场⏎让我能一次哭笑个过瘾⏎嘿哟 嘿哟 拔萝卜⏎嘿哟 嘿哟 拔不动⏎上一秒还在祈祷着下课钟⏎这一刻打卡追钞票过生活⏎曾经做的梦当时夸的口⏎春风成云一起穿梭⏎童话套路儿时你我都听过⏎但从未叫我美满结局以后⏎王子还好吗公主怎么过⏎假如不是王子怎么生活⏎在现实面前低头比摇手还多⏎在故事面前抱怨比努力还多⏎满腔热血的时候几乎没有⏎也世道承认世界总有残破⏎天黑黑这首歌里早提醒过⏎才发现残缺的不是这世界⏎是走丢的你我⏎爱不再纯粹⏎恨不再彻底⏎爱恨的背后埋葬太多道理⏎有没有一个属于恋人的梦工场⏎让我爱的人不止爱自己⏎嘿哟 嘿哟 拔萝卜⏎嘿哟 嘿哟 拔不动⏎上一秒还在祈祷着下课钟⏎这一刻打追纸钞票过生活⏎曾经做的梦当时夸的口⏎春风成云一起穿梭⏎童话套路儿时你我都听过⏎但从未叫我美满结局以后⏎王子还好吗公主怎么过⏎假如不是王子怎么生活⏎嘿哟 嘿哟 拔萝卜⏎嘿哟 嘿哟 拔不动⏎小朋友 快快来⏎快来帮我拔萝卜⏎不是王子怎么生活","语料库",""
"山地小情歌","","张震岳","天上的小星星⏎在夜里很美丽⏎就像你的眼睛亮晶晶⏎我们会在一起⏎因为情深切⏎唱歌要很优美⏎那个很优美⏎月亮就是我⏎照亮你的心⏎温暖你的心⏎你是小星星⏎陪在我身边⏎永远不分离⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那咿呀哦嗨呀⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那咿呀哦嗨呦⏎天上的小星星⏎在夜里很美丽⏎就像你的眼睛亮晶晶⏎我们会在一起⏎因为情深切⏎唱歌要很优美⏎那个很优美⏎月亮就是我⏎照亮你的心⏎温暖你的心⏎你是小星星⏎陪在我身边⏎永远不分离⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨呀⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨哟⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨呀⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨哟⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨呀⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨哟⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨呀⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨哟⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨呀⏎哎哈嗨啊哦哈嗨⏎哦哈喂哈哎⏎那努哇⏎那咿呀哦嗨哟","语料库",""
"儿歌","","张悬","还不确定你是否也喜欢气球⏎路边常常在发的那种⏎我和你约好 养只黏人的小猫⏎和一只大的，温柔的狗狗⏎如果受了伤就喊一声痛⏎真的 说出来就不会太难过⏎不去想自由 反而更轻松⏎愿意感动孤单不忐忑⏎生活 生活 会快乐也会寂寞⏎生活 生活 明天我们好好的过⏎还不确定你是否也喜欢气球⏎反正又还没听你说过⏎我们都觉得 成功没那么严重⏎做自己反而比较心安理得⏎如果受了伤就喊一声痛⏎真的 说出来就不会太难过⏎不去想自由 反而更轻松⏎愿意感动就是种享受⏎生活 生活 会快乐也会寂寞⏎生活 生活 明天我们好好的过⏎生活 生活 会快乐也会寂寞⏎生活 生活 明天我们好好的过","语料库",""
"青蛙王子","","小紫荆儿童合唱团","梦里看见一个王子 骑着骏马想要回家⏎梦里看见一个巫师 手执魔镜站在云下⏎梦里看见可恶巫师 云外作法取去神马⏎梦里这个可恶巫师 他的魔法真可怕⏎他将王子幻变青蛙 小小青蛙惧怕⏎他将青蛙收于井底 入了井底怎归家⏎梦里看见一个王子 骑着骏马想要回家⏎梦里看见一个巫师 他的魔法真可怕⏎愿这井底通到皇宫 如遇公主魔法能化⏎让那公主轻轻吻你 巫师咒语都不怕⏎愿这井底通到皇宫 如遇公主魔法能化⏎让那公主轻轻吻你 巫师咒语都不怕 巫术咒语莫怕","语料库",""
"童谣","","张洪量","王子与公主 终于结了婚⏎过着幸福的生活⏎童话会结束⏎我却永远会记得⏎那不是 属于人世间的感动⏎曾经让 我那么地纯真⏎好人 有好报⏎坏人 都不见了⏎只有灰姑娘与小红帽⏎童话会结束⏎我却永远会记得⏎那不是 属于人世间的感动⏎曾经让 我那么地纯真⏎童话会结束⏎我却永远会记得⏎那不是 属于人世间的感动⏎曾经让 我那么地纯真⏎纯洁 的花朵 盛开在小时候⏎人生 的风雨 不曾让我凋落⏎花草 无百日好⏎光阴 让我们衰老⏎依然 爱唱 幼时童谣⏎童心 不怕老⏎童智 尚未开的好⏎说出童真 的美妙⏎鹤发时 看到童颜 才知道","语料库",""
"蔓延","","谢霆锋","望着月光 感觉很懒 连床头灯都有点淡⏎但从来没有空白⏎望着大钟 感觉很怪 犹如回忆只会专横⏎而从来没有选择⏎床单很冷 皮肤很暖 也许因她相信浪漫⏎就此知道 离开很快 再见很慢⏎宁愿从来没有她 今晚不必习惯⏎辗转反侧都想她 方知伤痛那么大⏎宁愿从来没有她 应该一早习惯⏎孤单都不识孤单 方知放弃那么慢⏎道别什么 一切荒诞 连摇篮曲都有点坏⏎谁从来没有长大⏎愿望什么 一切所爱 犹如流星只会洒下⏎而从来没有选择⏎桃花很远 昙花很近 也许因她相信大限⏎就此知道 离开很快 永远很慢⏎宁愿从来没有她 今晚不必习惯⏎辗转反侧都想她 方知伤痛那么大⏎宁愿从来没有她 应该一早习惯⏎孤单都不识孤单 方知放弃那么慢⏎忘掉未够思念慢 看见天已转蓝⏎宁愿从来没有她 今晚不必习惯⏎辗转反侧都想她 方知伤痛那么大⏎宁愿从来没有她 应该一早习惯⏎孤单都不识孤单 方知放弃那么慢⏎宁愿从来没有她⏎放弃太困难⏎忘掉未够思念慢","语料库",""
