"题目","朝代","作者","内容","来源","词牌"
"缠绵游戏","","曼里","《缠绵游戏》⏎夜夜也没有像这夜那么静⏎似听见这颗心滴血声⏎回味着你昨晚像恶梦似的话⏎你给我的竟不是爱情⏎是你说从来无人⏎像我在做尽傻事⏎竟然仍然认真对这玩意⏎为何从前爱得极度容易⏎将来和谁再讲这段趣事⏎缠绵游戏过后⏎为何能舍得放手⏎是定律或是爱不够⏎告诉我这段缠绵游戏过后⏎为何情不可永久⏎是事实并没有真爱⏎或跟本我未看透⏎但觉得从前情人⏎在世上并没存在⏎多年来从未真正去被爱⏎我只站在门外⏎你只当做意外⏎缠绵游戏过后⏎为何能舍得放手⏎是定律或是爱不够⏎告诉我这段缠绵游戏⏎过后为何情不可永久⏎是事实并没有真爱⏎或跟本我未看透⏎缠绵游戏过后⏎为何能舍得放手⏎是定律或是爱不够⏎告诉我这段缠绵游戏过后⏎为何情不可永久⏎是事实并没有真爱⏎或跟本我未看透","语料库",""
"踢出个未来_(《少林足球》主题曲)","","刘德华","菩提本无树⏎明镜亦不是台⏎红尘里没有应不应该⏎本来无一物⏎哪里会有尘埃⏎喔 烦人就是不明白⏎皇帝或乞丐⏎英雄哪里出来⏎管他好不好 坏与不坏⏎难得是糊涂⏎乐在沉浮苦海⏎喔 你争我夺太奇怪⏎啊 呜呼哀哉⏎人不是只为了比赛⏎啊 呜呼哀哉⏎不用去计较成败⏎阿弥陀佛 来来来 聪明的小孩⏎人活就要活得很精彩⏎只要放开 你是永远存在⏎踢出一个未来⏎阿弥陀佛 来来来 聪明的小孩⏎到云端把云通通踩下来⏎没有意外 我会陪你一块⏎往前面一直走⏎靠着一双腿⏎跑出新的时代⏎皇帝或乞丐⏎英雄哪里出来⏎管他好不好 坏与不坏⏎难得是糊涂⏎乐在沉浮苦海⏎喔 你争我夺太奇怪⏎啊 呜呼哀哉⏎人不是只为了比赛⏎啊 呜呼哀哉⏎不用去计较成败⏎阿弥陀佛 来来来 聪明的小孩⏎人活就要活得很精彩⏎只要放开 你是永远存在⏎踢出一个未来⏎阿弥陀佛 来来来 聪明的小孩⏎到云端把云通通踩下来⏎没有意外 我会陪你一块⏎往前面一直走⏎靠着一双腿⏎跑出新的时代⏎阿弥陀佛 来来来 聪明的小孩⏎人活就要活得很精彩⏎只要放开 你是永远存在⏎踢出一个未来⏎阿弥陀佛 来来来 聪明的小孩⏎到云端把云通通踩下来⏎没有意外 我会陪你一块⏎往前面一直走⏎靠着一双腿⏎跑出新的时代","语料库",""
"壹块钱_(“一基金计划”主题曲)","","刘德华","你的可怜 我的可怜 常常出现 这世界 总有一份爱⏎剩一点点 好想 好想⏎你一辈子 我一辈子 都想改变 伤心呀⏎总在一瞬间 消失不见 好想 好想⏎壹块钱 你的世界 我的世界⏎都会改变 壹块钱 能有多少爱⏎能有多少爱⏎壹块钱 所有的坏 在世界里⏎渐渐的都已经不再⏎壹块钱 你的世界 我的世界⏎都会改变 壹块钱 包含所有爱⏎包含所有爱⏎壹块钱 帮帮人家 帮帮自己⏎帮帮世界很应该 也很应该⏎你的可怜 我的可怜⏎常常出现 这世界 总有一份爱⏎剩一点点 好想 好想⏎你一辈子 我一辈子 都想改变 伤心呀⏎总在一瞬间 消失不见 好想 好想⏎壹块钱 你的世界 我的世界⏎都会改变 壹块钱 能有多少爱⏎能有多少爱⏎壹块钱 所有的坏 在世界里⏎渐渐的都已经不再⏎壹块钱 你的世界 我的世界⏎都会改变 壹块钱 包含所有爱⏎包含所有爱⏎壹块钱 帮帮人家 帮帮自己⏎帮帮世界很应该 也很应该⏎壹块钱 你的世界 我的世界⏎都会改变 壹块钱 能有多少爱⏎能有多少爱⏎壹块钱 所有的坏 在世界里⏎渐渐的都已经不再⏎壹块钱 你的世界 我的世界⏎都会改变 壹块钱 包含所有爱⏎包含所有爱⏎壹块钱 帮帮人家 帮帮自己⏎帮帮世界很应该 也很应该","语料库",""
"爱似是游戏","","刘德华","阳光  热烈提示我 将昨宵速递⏎眉梢  仍淡淡流露了 不需太多安慰⏎请我  吹熄了火花 穿了衣  打了呔 轻松地离去⏎请你  不必太紧张 一宵已不是前卫⏎尽是昨宵的故事⏎倘是寂寞夜  又共聚 不需希翼什么⏎梦幻快些放低 洒脱地让旧事尽数焚毁⏎爱似是游戏  再没有诺言一生跟一世⏎爱似是游戏  说为我泪流多么的虚伪⏎阳光  热烈提示我 将昨宵速递⏎眉梢  仍淡淡流露了 不需太多安慰⏎尽是昨宵的故事⏎倘是寂寞夜  又共聚 不需希翼什么⏎梦幻快些放低 洒脱地让旧事尽数焚毁⏎爱似是游戏  再没有诺言一生跟一世⏎爱似是游戏  说为我泪流多么的虚伪⏎爱似是游戏  再没有热情将青春牵制⏎爱似是游戏  我就算着迷她终于消逝⏎尽是昨宵的故事⏎倘是寂寞夜  又共聚 不需希翼什么⏎梦幻快些放低 洒脱地让旧事尽数焚毁⏎爱似是游戏  再没有诺言一生跟一世⏎爱似是游戏  说为我泪流多么的虚伪⏎爱似是游戏  再没有热情将青春牵制⏎爱似是游戏  我就算着迷她终于消逝","语料库",""
"神秘的游戏","","刘德华","从未有碰到 谁是你不太知道⏎寻觅了一世纪也绝无表露⏎前景是迷雾 唇边是零温度⏎垂手也无拥抱 谁管我倦了跌倒⏎面对这不完美 多神秘 少行李⏎找寻你的游戏 从闹市独行体会冰天雪地⏎面对这不完美 多遗弃 少情理⏎找寻你的游戏 明白这漫长天地没有传奇⏎谁愿意到此 描述你嘴脸一次⏎难道要街里张贴寻人启示⏎谜面绝无显示 谜底亦无一字⏎是否你如天使 或一个落泊女子⏎面对这不完美 多神秘 少行李⏎找寻你的游戏 从闹市独行体会冰天雪地⏎面对这不完美 多神秘 少情理⏎找寻你的游戏 明白这漫长天地没有传奇⏎前景是迷雾 唇边是零温度⏎垂手也无拥抱 谁管我倦了跌倒⏎面对这不完美 多神秘 少行李⏎找寻你的游戏 从闹市独行体会冰天雪地⏎面对这不完美 多遗弃 少情理⏎找寻你的游戏 明白这漫长天地没有传奇","语料库",""
"忘我精神_(无线电视《92巴塞罗拿奥运会》主题曲)","","刘德华","远处听见了声音⏎高呼同来擦亮前程飞奔⏎发放斗志 未会分心⏎冲天浩情不减退一分⏎忘我同心 冲激中狂奔⏎梦想不变不肯妥协一生⏎为求尽意尽任⏎战胜光阴 不死的决心⏎突破的心至无愧一生⏎闻远处声音 珍惜参予感⏎目标始终会由远步近⏎远处听见了声音⏎高呼同来擦亮前程飞奔⏎发放斗志 未会分心⏎冲天浩情不减退一分⏎忘我同心 冲激中狂奔⏎梦想不变不肯妥协一生⏎为求尽意尽任⏎战胜光阴 不死的决心⏎突破的心至无愧一生⏎闻远处声音 珍惜参予感⏎目标始终会由远步近⏎战胜光阴 不死的决心⏎突破的心至无愧一生⏎闻远处声音 珍惜参予感⏎目标始终会由远步近","语料库",""
"爱情电影","","熊天平","（许）是虚构的电影却看到泪翻滚⏎如果爱不那么深结局是不是就不会伤人⏎（熊）在别人的剧本演自己的缘份⏎如果爱要我牺牲我不怕梦里沉沦或变笨⏎（许）换成我在爱情的角色里⏎再孤单再多馀我也不会忘记入戏⏎（熊）换我在曲折的世界里再空虚再别离⏎不到落幕不会离去⏎（合）爱上你天天天天思念你⏎忘忘忘忘自己再不要谁和我对戏⏎爱若让人患上记忆⏎只因此生此景有你⏎（许）是虚构的电影却看到泪翻滚⏎如果爱不那么深结局是不是就不会伤人⏎（熊）在别人的剧本演自己的缘份⏎如果爱要我牺牲我不怕梦里沉沦或变笨⏎（许）换成我在爱情的角色里⏎再孤单再多馀我也不会忘记入戏⏎（熊）换我在曲折的世界里再空虚再别离⏎不到落幕不会离去⏎（合）爱上你天天天天思念你⏎忘忘忘忘自己再不要谁和我对戏⏎爱若让人患上记忆⏎只因此生此景有你⏎（许）换成我在爱情的角色里⏎再孤单再多馀我也不会忘记入戏⏎（熊）换我在曲折的世界里再空虚再别离⏎不到落幕不会离去⏎（合）爱上你天天天天思念你⏎忘忘忘忘自己再不要谁和我对戏⏎爱若让人患上记忆⏎只因此生此景有你⏎只因此情此时爱你","语料库",""
"故乡的旧电影","","翁立友","熟悉的铁枝路边 是细汉阿公牵我行⏎提着椅寮坐在那 阿公讲古乎我听⏎彼时阵我是一个囝仔 什咪我拢呒惊⏎用青春来写着 这懵懂的生活⏎熟悉的田岸路 是细汉阿公牵我行⏎这条抓鱼的溪边 有我少年的形影⏎彼时阵我的囝仔伴 イ因如今是按怎⏎坐着阿公孔明车 想着过去的生活⏎故乡的旧电影 陪我行过人生的路段⏎一幕一幕是孤单 演的是我的心声⏎故乡的旧电影 陪我看过人生的变化⏎咱的故事亦抹煞 随着时代搁在搬⏎无人会知影 我的心内在想啥⏎想欲返去过去返去过去⏎返去故乡甲恁做伴⏎熟悉的田岸路 是细汉阿公牵我行⏎这条抓鱼的溪边 有我少年的形影⏎彼时阵我的囝仔伴 イ因如今是按怎⏎坐着阿公孔明车 想着过去的生活⏎故乡的旧电影 陪我行过人生的路段⏎一幕一幕是孤单 演的是我的心声⏎故乡的旧电影 陪我看过人生的变化⏎咱的故事亦抹煞 随着时代搁在搬⏎无人会知影 我的心内在想啥⏎想欲返去过去返去过去⏎返去故乡甲恁做伴","语料库",""
"别拿我的红包当游戏","","龙梅子","好想问问你⏎我们是否很熟悉⏎莫名奇妙你发出⏎要红包的消息⏎想想我们平时⏎真的很少有联系⏎随便你给多少见证下友谊⏎承认好烦你而且真的很生气⏎我和你现在到底⏎算是什么关系⏎即然我们都同在朋友圈子里⏎一点小小心意算什么问题⏎别拿我的红包当游戏⏎这样的玩法又有什么意义⏎又不是没饭吃⏎何必降低了自己⏎我会去给你点赞⏎要看你的努力⏎别拿我的红包当游戏⏎这样的方式⏎我真的不乐意⏎如果你不醒悟⏎还要继续发下去⏎我果断要把你屏蔽⏎别怪我没情义⏎哎哟亲你别小气⏎接下来见证咱们的情义⏎你爱我就发520⏎1314代表你爱的彻底⏎我说朋友你少墨迹⏎做人咱们得有出息⏎别说666是兄弟⏎搞得像乞丐低声下气⏎喜欢我你就333⏎是知己你就888⏎你要是给我999⏎二话不说我牵你手⏎钱不是天上掉下来⏎凭什么白白送给你⏎死皮赖脸也发不了财⏎别拿任性试我脾气⏎好想问问你⏎我们是否很熟悉⏎莫名奇妙⏎你发出要红包的消息⏎想想我们平时⏎真的很少有联系⏎随便你给多少⏎见证下友谊⏎承认好烦你⏎而且真的很生气⏎我和你现在到底⏎算是什么关系⏎即然我们都同在⏎朋友圈子里⏎一点小小心意⏎算什么问题⏎别拿我的红包当游戏⏎这样的玩法⏎又有什么意义⏎又不是没饭吃⏎何必降低了自己⏎我会去给你点赞⏎要看你的努力⏎别拿我的红包当游戏⏎这样的方式⏎我真的不乐意⏎如果你不醒悟⏎还要继续发下去⏎我果断要把你屏蔽⏎别怪我没情义⏎别拿我的红包当游戏⏎这样的玩法⏎你想搞啥玩意⏎又不是没饭吃⏎何必降低了自己⏎我会去给你点赞⏎要看你的努力⏎别拿我的红包当游戏⏎这样的方式⏎我真的不乐意⏎如果你不醒悟⏎还要继续发下去⏎我果断要把你屏蔽⏎别怪我没情义⏎我果断要把你屏蔽⏎别怪我没情义","语料库",""
"游戏","","张栋梁","已经枯萎的日记  已经变得透明⏎已经忘了昨天我在哪里  已经习惯了麻痹⏎已经无法对自己虔诚的心生感激⏎我不是没有留意  小说里的伏笔⏎只是我已下意识说可惜  于是我停止叹息⏎给过的亲吻就顺手留在原地⏎（当时遇见你）你的温度你的呼吸烙在我身体⏎（你转身离去）我的世界我的全部单薄的回忆⏎不愿再相信  不用再示意⏎爱情不是随手拈来的游戏⏎不会再轻易  因为一时感触而措手不及⏎我会很小心  我有所顾忌⏎真心不是亲密言论的公平⏎我会记得你  留下的温柔而残忍的教训⏎就让我走着走着走着哼 就让我走着走着走着唱着⏎就让我走着走着走着看 就让我走着走着走着唱着⏎不会再相信⏎不用记得你","语料库",""
"不醒梦(大汉天子主题曲)","","张宇","一阵风越过无际的沙漠⏎留下多少痕迹在时光中⏎那场眷恋虽然是叹息结果⏎我还记得热泪脸颊滑过⏎可以来证明爱曾经存在过⏎愿我们的爱是不醒梦⏎无论最后别人怎么传说⏎还有谁比你我更生动⏎描述我们有的感受⏎无论最后别人怎么形容⏎谁能代替你爱我⏎Woo～爱得那么浓⏎代替爱上你 那么深重⏎可以来证明爱曾经存在过⏎愿我们的爱是不醒梦⏎无论最后别人怎么传说⏎还有谁比你我更生动⏎描述我们有的感受⏎无论最后别人怎么形容⏎谁能代替你爱我⏎Woo～爱得那么浓⏎代替爱上你 那么深重⏎我们的爱是一场不醒梦⏎我们的爱是一场不醒梦","语料库",""
"天地(沧桑百年主题曲)","","张宇","山的那头 有几重山 海的那边有几重海洋⏎只有比天还大的心知道答案⏎天在头上 心在天边⏎脚下永远是跋涉的故乡⏎相逢 相逢若能在相知的路上⏎对手是自己 自己是对方⏎泪和汗共太阳流光 情和义随江河流淌⏎与岁月作一番笔酣墨畅的交往⏎写在你身上 写在我身上⏎说故乡 说异乡 说年年际遇的月明月暗⏎不都是一页梦里田园交织的如歌如唱⏎说前尘 说过往 说岁岁际遇中的离合悲欢⏎只剩下 生死的交往⏎泪和汗共太阳流光 情和义随江河流淌⏎与岁月作一番笔酣墨畅的交往⏎写在你身上 写在我身上⏎说故乡 说异乡 说年年际遇的月明月暗⏎不都是一页梦里田园交织的如歌如唱⏎说前尘 说过往 说岁岁际遇中的离合悲欢⏎只剩下 生死的交往⏎说故乡 说异乡 说年年际遇的月明月暗⏎不都是一页梦里田园交织的如歌如唱⏎说前尘 说过往 说岁岁际遇中的离合悲欢⏎只剩下 生死的交往","语料库",""
"玩游戏","","小紫荆儿童合唱团","熊家杰-童年⏎去龙门的第1天，有个小娃子掉老1块钱⏎老子趁人不住意、捡起来通到了口袋⏎不知道过了几个星期认得了几个狗B 娃子、⏎直到有了一天兄弟伙几个、没事做去打架、⏎被李峰批评老、还被刘老锅搞老1顿、⏎没有人能来帮助我、都他妈的还来找我⏎那天的心情里真不是个味一个人对着天空发呆⏎就这么好奇就这么幻想这么可怜的娃儿⏎阳光下蜻蜓飞过来一片片褪粗的女孩⏎鲁嘉伟陆思汗刘俊杰还有那个张雨泽、⏎他们看俩娃的大腿、看的口水直掉看的心里发慌⏎搞的张丽都不好意思老⏎眉眼都看不过来老、他们几个还是眼都不眨⏎最后被人家老班逮到、害我艾了一顿吵、⏎我当时在想、老子在看戏、为什么受伤还是我？⏎一天又一天一年又一年有苦有笑的每1天⏎一天又一天一年又一年盼望牜B 的时间","语料库",""
"小时候_(rthk_电视剧""小时候""主题曲)","","小紫荆儿童合唱团","小小的宇宙 欢欣的宇宙⏎蹦蹦跳 哈哈笑⏎是我小时候⏎小小的宇宙 天真的宇宙⏎真的我 真的你⏎唔系小木偶⏎* 爱动脑筋 活泼天真⏎凡事好发问⏎踢波跑步打千秋⏎不知天高地厚 *⏎# 小小的宇宙 缤纷的宇宙⏎像皮球 天天转⏎奇妙事不断有 #⏎小小的宇宙 天真的宇宙⏎真的我 真的你⏎唔系小木偶⏎* 爱动脑筋 活泼天真⏎凡事好发问⏎踢波跑步打千秋⏎不知天高地厚 *⏎# 小小的宇宙 缤纷的宇宙⏎像皮球 天天转⏎奇妙事不断有 #⏎像皮球 天天转⏎奇妙事不断","语料库",""
"晴天、雨天、孩子天_(rthk_电视剧""晴天、雨天、孩子天""主题曲)","","小紫荆儿童合唱团","爸爸妈妈在家梳化正中倾吓讲吓⏎红着脸喝茶飞机擦过落霞⏎好哥哥呆坐在树下⏎看看已渐远的车卡⏎哈巴狗尾巴沙滩的细沙扫着下趴⏎红着脸喝茶飞碟擦过落霞⏎好哥哥呆坐在树下⏎看看已渐远的车卡⏎青蛙 爬在脚下欣赏身旁缤纷的画⏎微微微雨中同享笑容⏎篮球停留在高高的架⏎为什么什么嘴可笑⏎人们为什么会有心跳⏎两眼为什么闪出美丽亮光⏎身怎向上再升高⏎较去年又高了⏎哈巴狗尾巴沙滩的细沙扫着下巴⏎拿着块石头丫叉变发射台⏎数一些怕羞的鲜花⏎探蚂蚁石罅中的家⏎青蛙 爬在脚下欣赏身旁缤纷的画⏎微微微雨中同享笑容⏎篮球停留在高高的架⏎为什么什么嘴可笑⏎人们为什么会有心跳⏎两眼为什么闪出美丽亮光⏎身怎向上再升高⏎较去年又高了⏎为什么什么嘴可笑⏎人们为什么会有心跳⏎两眼为什么闪出美丽亮光⏎身怎向上再升高⏎较去年又高了⏎The End！","语料库",""
