题目,朝代,作者,内容,来源,词牌
狐假虎威,,,在茂密的森林里，老虎是最凶猛的野兽，号称森林之王。它每天都要捕食其它动物，动物们都非常怕它。⏎一天，它碰到了一只狐狸，狐狸刚要溜走，已被它一把捉住。⏎狡猾的狐狸看见自己无法逃脱，就耍了一个花招。它一本正经地大声对老虎说：“你怎么敢吃我？我是天帝任命来管理所有的野兽的，你要吃了我，就是违抗天帝的命令。”⏎老虎一听愣住了。⏎狐狸马上接着说：“你要是不信，就跟在我后面走一趟，看看是不是所有的野兽见了我都赶快逃命。”⏎老虎听狐狸说话的口气很大，态度也很强硬，有几分相信了，决定跟着狐狸去看看。⏎森林里大大小小的野兽们，看见狐狸大摇大摆，耀武扬威地走过来，后面跟着一只张牙舞爪的大老虎，都吓得要命，四处奔逃。⏎老虎看着动物们都逃跑了，不知道野兽们怕得是自己，以为真是被狐狸的威风吓跑的，彻底相信了狐狸的话。它怕狐狸怪罪自己，做出什么对自己不利的举动，于是也慌忙逃走了。⏎“狐假虎威”就是由这个故事而来，现在，人们用它来比喻倚仗别人的势力欺压别人。,故事365·寓言,
东施效颦,,,春秋时代，越国有一位美女名叫西施。她的美貌简直到了倾国倾城的程度。无论是她的举手、投足，还是她的音容笑貌，样样都惹人喜爱。西施略用淡妆，衣着朴素，走到哪里，哪里就有很多人向她行“注目礼”，没有人不惊叹她的美貌。⏎西施患有心口疼的毛病。有一天，她的病又犯了，只见她手捂胸口，双眉皱起，流露出一种娇媚柔弱的女性美。当她从乡间走过的时候，乡里人无不睁大眼睛注视。⏎乡下有一个丑女子，名叫东施，不仅相貌难看，而且没有修养。她平时动作粗俗，说话大声大气，却一天到晚做着当美女的梦。今天穿这样的衣服，明天梳那样的发式，却仍然没有一个人说她漂亮。⏎这一天，她看到西施捂着胸口、皱着双眉的样子竟博得这么多人的青睐，因此回去以后，她也学着西施的样子，手捂胸口、紧皱眉头，在村里走来走去。哪知这丑女的矫揉造作使她原本就丑陋的样子更难看了。其结果，乡间的富人看见丑女的怪模样，马上把门紧紧关上；乡间的穷人看见丑女走过来，马上拉着妻、带着孩子远远地躲开。人们见了这个怪模怪样模仿西施心口疼在村里走来走去的丑女人简直像见了瘟神一般。⏎这个丑女人只知道西施皱眉的样子很美，却不知道她为什么很美，而去简单模仿她的样子，结果反被人讥笑。看来，盲目模仿别人的做法是愚蠢的。,故事365·寓言,
自相矛盾,,,楚国有一个卖兵器的人，到市场上去卖矛和盾。⏎好多人都来看，他就举起他的盾，向大家夸口说： “我的盾，是世界上最最坚固的，无论怎样锋利尖锐的东西也不能刺穿它!”⏎接着，这个卖兵器的人又拿起一支矛，大言不惭地夸起来：“我的矛，是世界上最尖利的，无论怎样牢固坚实的东西也挡不住它一 戳，只要一碰上，嘿嘿，马上就会被它刺穿!” 他十分得意，便又大声吆喝起来：“快来看呀，快来买呀，世界上 最最坚固的盾和最最锋利的矛!”⏎这时，一个看客上前拿起一支矛，又拿起一面盾牌问道：“如果用这矛去戳这盾，会怎样呢?” “这  ” 围观的人先都一楞，突然爆发出一阵大笑，便都散了。⏎那个卖兵器的人，呆了半天，一句话也说不出来。最后灰溜溜地扛着矛和盾走了。⏎释义 “矛”古代一种长柄的装有金属枪头的武器，用以刺杀敌人。“盾”，古代用来保护自己、抵档敌人刺杀的武器。后以自相矛盾比喻语言、行动前后不一致或互相抵触。,故事365·寓言,
亡羊补牢,,,从前，有人养了许多羊。一天早晨，他发现少了一只羊，仔细一查，原来羊圈破了个大窟窿，夜里狼钻进来，把羊叼走了。⏎邻居劝他说：“赶快把羊圈修一修，堵上窟窿吧！”那个人不肯接受劝告，回答说：“羊已经丢了，还修羊圈干什么？”⏎第二天早上，他发现羊又少了一只。原来，狼又从窟窿中钻进来，又叼走了一只羊。⏎他很后悔自己没有听从邻居的劝告，于是赶快堵上窟窿，修好了羊圈。⏎从此，狼再也不能钻进羊圈叼羊了。⏎战国时期，楚国的楚襄王即位后，重用奸臣，政治腐败，国家一天天衰亡下去。大臣庄辛看到这种情况，非常着急，劝襄王不要成天吃喝玩乐，不管国家大事；这样长此以往，楚国就要亡国了。楚襄王听了大怒，骂道：“你老糊涂了吧，竟敢这样诅咒楚国。”⏎庄辛见楚襄王不纳忠言，只好躲到了赵国。结果庄辛到赵国才住了五个月，秦国果然派兵攻打楚国，攻陷了楚国的都城郢城。楚襄王惶惶如丧家之犬，逃到城阳。这时，他想到庄辛的忠告，又悔又恨，便派人把庄辛迎请回来，说：“过去因为我没听你的话，所以才会弄到这种地步，现在，你看还有办法挽救吗？”庄辛看到楚襄王有悔过之心，便借机给他讲了这个亡羊补牢的故事。⏎庄辛又给楚襄王分析了当时的形势，认为楚国都城虽被攻陷，但只要振作起来，改正过去的过错，秦国是灭不了楚国的。楚襄王听了，便遵照庄辛的话去做，果真度过了危机，振兴了楚国。,故事365·寓言,
对牛弹琴,,,两个人吵架，一方对另一方说：“我真是对牛弹琴。”对方并不是牛，自己也没有弹琴，为什么这么说呢？原来，成语“对牛弹琴”是用来嘲笑听话的人不懂对方说的话，它的由来有个美妙的故事。⏎春秋时期，鲁国有个非常著名的音乐家叫公明仪。公明仪极善弹琴，优美的琴声从他手下流出，听众便会如痴如醉。⏎一年春天，公明仪带着琴去田野散步。春风柔和，送来青草阵阵芬芳，公明仪心旷神怡，不由得四处环顾。他发现远处有一头牛正在吃草，对他的到来不闻不问。他忽然有了奇思妙想。过去，他弹琴给人听，得到了不少赞誉，如果给这头牛弹上一曲，它也会听得进去吗？这样想着，他架好琴，拨动琴弦，便在田野里弹奏起来。他弹奏的这首曲子十分高雅，叫作《清角之操曲》。⏎这样美妙的琴声，如果被人听见，肯定会沉浸其中，难以自拔。然而田野中的这头牛，却依然低头吃草，时不时还甩动一下尾巴，根本不理会公明仪的个人音乐会，更谈不上领会曲子中的美妙意境了。⏎公明仪尽心尽力，一曲奏完，看到眼前这头牛如此无动于衷，实在无奈。他想了想，又有了新主意。于是，他再次拨动琴弦，弹出一段段奇怪的杂乱的声音，一会儿像苍蝇在嗡嗡乱飞，一会儿又像迷路的小牛犊发出的叫声。这下子倒吸引了牛的注意，它居然停止了吃草，抬起头，竖起耳朵，认真地倾听起来。⏎后来，人们就用“对牛弹琴”来比喻对愚蠢的人讲深刻的道理，或对外行人说内行话，白白浪费时间。当然，如果有人评价说话者在“对牛弹琴”，那么这话的重点就不是在说听话的人愚蠢或者外行，而是在讥讽说话者不看对象了。,故事365·寓言,
井底之蛙,,,一口废井里住着一只青蛙。有一天，青蛙在井边碰上了一只从海里来的大龟。⏎青蛙就对海龟夸口说：“你看，我住在这里多快乐！有时高兴了，就在井栏边跳跃一阵；疲倦了，就回到井里，睡在砖洞边一回。或者只留出头和嘴巴，安安静静地把全身泡在水里：或者在软绵绵的泥浆里散一回步，也很舒适。看看那些虾和蝌虾，谁也此不上我。而且，我是这个井里的主人，在这井里极自由自在，你为什么不常到井里来游赏呢！”⏎那海龟听了青蛙的话，倒真想进去看看。但它的左脚还没有整个伸进去，右脚就已经被栏杆绊住了。它连忙后退了两步，把大海的情形告诉青蛙说：⏎“你看过海吗？海的广大，哪止千里；海的深度，哪只千来丈。古时候，十年有九年大水，海里的水，并不涨了多少；后来，八年里有七年大早，海里的水，也不见得浅了多少。可见大海是不受旱涝影响的。住在那样的大海里，才是真的快乐呢！”⏎青蛙这才知道，井外还有这么大的天地。他吃惊地呆在那里，再没有话可说了。⏎成语“井底之蛙”比喻见识短浅，却又妄自尊大。,故事365·寓言,
掩耳盗铃,,,春秋时候，晋国世家赵氏灭掉了范氏。有人趁机跑到范氏家里想偷点东西，看见院子里吊着一口大钟。钟是用上等青铜铸成的，造型和图案都很精美。小偷心里高兴极了，想把这口精美的大钟背回自己家去。可是钟又大又重，怎么也挪不动。他想来想去，只有一个办法，那就是把钟敲碎，然后再分别搬回家。⏎小偷找来一把大锤子，拼命朝钟砸去，咣的一声巨响，把他吓了一大跳。小偷心想，心想这下糟了，这钟声不就等于是告诉人们我正在这里偷钟吗？他心里一急，身子一下子扑到了钟上，张开双臂想捂住钟声，可钟声又怎么捂得住呢！钟声依然悠悠地传向远方。⏎他越听越害怕，不由自主地抽回双手，使劲捂住自已的耳朵。“咦，钟声变小了，听不见了！”⏎小偷高兴起来，“妙极了！把耳朵捂住不就听不进钟声了吗！”⏎他立刻找来两个布团，把耳朵塞住，心想，这下谁也听不见钟声了。⏎于是就放手砸起钟来，一下一下，钟声响亮地传到很远的地方。⏎人们听到钟声蜂拥而至把小偷捉住了。,故事365·寓言,
郑人买履,,,从前，有个郑国人想买鞋子，他先用尺子量了量自己的脚，然后把量好的尺寸放在了自己的座位上。但是，当他准备去买鞋的时候，却忘了拿量好的尺寸。⏎到了集市，他拿着新鞋子，突然想起来没有带尺寸，于是对售货员说：“我忘记了带量好的尺寸，我现在就回去拿，一会儿就回来。”于是他回去取脚的尺寸。等到他回来的时候，集市已经关门了，结果这个人没有买到鞋，很失望地走在回家的路上。⏎路上，遇到了一个朋友，朋友知道了这件事，奇怪地问他：“你为什么不直接用脚试试呢？”⏎他说：“我只相信尺寸，不相信自己的脚。”,故事365·寓言,
塞翁失马,,,战国时期，靠近北部边城，住着一个老人，名叫塞翁。塞翁养了许多马，一天，他的马群中忽然有一匹走失了。邻居们听说这件事，跑来安慰，劝他不必太着急，年龄大了，多注意身体。塞翁见有人劝慰，笑了笑说：“丢了一匹马损失不大，没准会带来什么福气呢。”⏎邻居听了塞翁的话，心里觉得很好笑。马丢了，明明是件坏事，他却认为也许是好事，显然是自我安慰而已。过了几天，丢失的马不仅自动返回家，还带回一匹匈奴的骏马。⏎邻居听说了，对塞翁的预见非常佩服，向塞翁道贺说：“还是您有远见，马不仅没有丢，还带回一匹好马，真是福气呀。” 塞翁听了邻人的祝贺，反而一点高兴的样子都没有，忧虑地说：“白白得了一匹好马，不一定是什么福气，也许惹出什么麻烦来。”⏎邻居们以为他故作姿态纯属老年人的狡猾。心里明明高兴，有意不说出来。⏎塞翁有个独生子，非常喜欢骑马。他发现带回来的那匹马顾盼生姿，身长蹄大，嘶鸣嘹亮，膘悍神骏，一看就知道是匹好马。他每天都骑马出游，心中洋洋得意。⏎一天，他高兴得有些过火，打马飞奔，一个趔趄，从马背上跌下来，摔断了腿。邻居听说，纷纷来慰问。⏎塞翁说：“没什么，腿摔断了却保住性命，或许是福气呢。”邻居们觉得他又在胡言乱语。他们想不出，摔断腿会带来什么福气。 不久，匈奴兵大举入侵，青年人被应征入伍，塞翁的儿子因为摔断了腿，不能去当兵。入伍的青年都战死了，唯有塞翁的儿子保全了性命。⏎塞翁失马比喻一时虽然受到损失，也许反而因此能得到好处。也指坏事在一定条件下可变为好事。,故事365·寓言,
狼和小羊,,拉封丹,最强者的道理总是最大道理，⏎下面我们就来证实。⏎一只小羊在清澈的⏎溪水边上喝水。⏎一条大灰狼寻食，⏎被饥饿引到这里。⏎这只野兽暴跳如雷：⏎“你真胆大包天，⏎竟敢搅浑我喝的水！⏎你这样有恃无恐，⏎就应该受到严惩！”⏎“陛下，”小羊回答，“大王，⏎且请您息怒，⏎您何不想一想，⏎我喝水的地方，⏎是在下游，⏎离开您有二十多步，⏎因此怎么也不会⏎搅浑您喝的水。”⏎“搅浑了，”残暴的狼又吼叫，⏎“我还知道，去年你说过我坏话。”⏎“那怎么可能，去年我还没有出生。”⏎小羊这样回答，⏎“现在我还吃妈的奶呢。”⏎“不是你，那就是你哥哥。”⏎“我是独生子。”⏎“反正是你们家的哪一个。⏎没错，你们牧人和牧犬，⏎谁都不肯放过我。⏎大家都对我这样说，⏎这个仇我一定得报。”⏎狼说罢就叼起小羊，⏎到密林深处吃掉，⏎根本不走诉讼的过场。,拉封丹寓言·李玉民译,
鹬蚌相争,,,战国时，赵国、燕国都不是实力很强的国家，然而赵惠文王无视对赵、燕两国虎视眈眈的强大的秦国，打算出兵攻打燕国。⏎为了避免一场国破家亡的战乱，燕国的苏代跑到赵国去求见赵惠文王，以游说赵与燕两相和好、共同抗秦。苏代对惠文王说：大王您先别谈打仗的事，我且讲个故事给您听⏎一只河蚌好久没上岸了。有一天出了太阳，河岸上十分暖和，于是河蚌爬到岸上，张开蚌壳晒太阳。河蚌只觉得浑身舒服极了，它懒洋洋地打起瞌睡来。⏎这时，一只鹬鸟飞过来，悄悄落在河蚌的身边，很快地用长长的尖嘴伸过去啄河蚌的肉。河蚌猛一惊醒，迅速用力把蚌壳一合，将鹬的尖嘴紧紧地夹住了。⏎鹬鸟对河蚌说：⏎“我看你能在岸上呆多久！如果今天不下雨明天不下雨，你就会被干死、晒死，到时候，这岸上就会有一只死蚌了。”⏎河蚌也十分强硬地说：⏎“我看你能饿多长时间！我今天不松开你的嘴，明天也不松开你的嘴，你就会在这里被饿死，到时候这岸上就会有一只死鹬了。”⏎两个小东西就这样对抗着，谁也不肯相让，真有要拼个同归于尽的架式。⏎这时，一位渔人走过来，十分轻易地就捡了个便宜，把蚌和鹬都捉住，满心高兴地赶回家去。⏎苏代的故事刚一讲完，赵惠文王幡然醒悟。他拍着自己的脑袋说：⏎“多谢先生的启发，如果我们小国间自相残杀，让秦国从中得利，那我们跟这故事里刚愎自用的鹬和蚌又有什么区别呢？”⏎于是，赵王取消了攻打燕国的念头。⏎从这则寓言我们应该认识到，有头脑的人不论干什么事情，都要全面、周密地思考一下，权衡利弊得失后再行动。否则，为了一点点恩怨、矛盾而互相争斗，必定会做出鹬蚌相争的蠢事来。,故事365·寓言,
寒号鸟,,,寒号鸟和喜鹊是邻居，寒号鸟住在石崖缝里，喜鹊住在一颗大树上。冬天快要到了，喜鹊提前做窝为过冬做准备，而寒号鸟却整天出去玩。喜鹊一而再再而三地提醒寒号鸟赶快做窝，而寒号鸟却听不进劝告，只愿享受眼前的生活。冬天来了，喜鹊有了自己温暖的窝，而寒号鸟却冻死在了一个大雪纷飞的深夜里。,故事365·寓言,
善与恶,,伊索,善因为力弱，被恶赶走了，他便走到天上。⏎善于是请问宙斯，怎样到人间去。宙斯告诉他，不要大家一齐去，只是一个一个地去访问人间吧。⏎因为这个缘故，恶与人很相近，所以接连不断地去找他们，善则因为从天上来，所以就来得很是迟缓了。⏎这就是说，人很不容易遇到善，却每日为恶所侵袭。,伊索寓言·周作人译,
